K_ENTIDAD_MUNICIPIO,PO2SM,IM,GM
21191,64.43,0.325,Alto
21002,74.94,0.737,Alto
21125,42.84,-0.872,Bajo
21016,68.97,0.332,Alto
21082,58.81,-0.198,Medio
21128,41.61,-0.331,Medio
21025,75.92,0.505,Alto
21176,69.57,-0.009,Medio
21151,66.75,-0.583,Bajo
21209,69.15,0.397,Alto
21166,71.3,0.214,Alto
21185,69.56,0.186,Alto
21073,76.33,0.232,Alto
21204,68.42,-0.049,Medio
21057,73.96,0.683,Alto
21093,86.23,0.409,Alto
21046,70.48,0.069,Medio
21068,79.55,1.399,Muy alto
21060,56.14,-0.325,Medio
21150,70.1,0.731,Alto
21193,67.62,1.027,Alto
21181,56.81,-0.596,Bajo
21020,73.37,-0.189,Medio
21084,72.82,1.342,Muy alto
21158,79.09,0.801,Alto
21168,68.9,1.171,Alto
21012,71.3,0.047,Medio
21184,82.64,1.004,Alto
21098,67.47,0.256,Alto
21203,75.84,0.399,Alto
21070,84.67,1.137,Alto
21192,71.4,0.468,Alto
21147,77.24,0.847,Alto
21126,68.8,0.071,Medio
21103,72.88,0.497,Alto
21173,51.43,-0.664,Bajo
21066,75.15,0.673,Alto
21120,77,1.206,Alto
21210,77.75,0.66,Alto
21155,48.21,0.126,Alto
21079,58.69,-0.239,Medio
21187,76.74,1.207,Alto
21092,77.99,0.901,Alto
21077,89.54,2.09,Muy alto
21182,72.18,-0.075,Medio
21215,78.37,0.718,Alto
21033,65.83,0.242,Alto
21062,78.69,0.247,Alto
21014,74.12,1.179,Alto
21105,70.61,0.185,Alto
21055,77.65,0.581,Alto
21088,75.47,1.037,Alto
21206,73.03,0.728,Alto
21113,68.16,0.518,Alto
21162,77.94,1.52,Muy alto
21027,86.76,0.727,Alto
21123,82.19,1.532,Muy alto
21159,87.99,1.475,Muy alto
21018,69.92,0.425,Alto
21029,69.68,0.645,Alto
21081,64.3,1.19,Alto
21139,63.47,0.334,Alto
21171,65.64,-0.402,Medio
21127,68.52,0.452,Alto
21130,61.34,0.032,Medio
21200,76.49,0.471,Alto
21141,66.45,0.204,Alto
21201,73.02,0.478,Alto
21101,71.15,0.326,Alto
21007,77.15,0.807,Alto
21042,79.62,0.941,Alto
21160,78,0.3,Alto
21005,87.71,1.755,Muy alto
21031,77.89,0.686,Alto
21096,67.29,-0.165,Medio
21028,83.02,1.45,Muy alto
21080,73,0.854,Alto
21216,74.79,1.131,Alto
21097,55.62,-0.484,Medio
21037,58.45,0.017,Medio
21059,60.07,0.358,Alto
21009,64.25,0.394,Alto
21011,71.48,0.404,Alto
21196,66.01,0.151,Alto
21032,77.73,0.705,Alto
21056,67.95,0.382,Alto
21021,69.53,-0.003,Medio
21121,58.99,0.787,Alto
21190,84.07,0.04,Medio
21198,64.71,1.031,Alto
21052,80.24,0.95,Alto
21165,76.67,1.064,Alto
21024,58.61,0.304,Alto
21131,88.16,0.307,Alto
21030,59.91,0.703,Alto
21146,78.67,0.831,Alto
21133,76.28,0.255,Alto
21135,74.66,0.596,Alto
21095,70.49,-0.162,Medio
22014,18.89,-1.765,Muy bajo
22016,34.16,-1.297,Muy bajo
22006,12.86,-1.878,Muy bajo
22011,22.36,-1.051,Bajo
22017,41.77,-0.98,Bajo
22004,48.07,-0.007,Medio
22012,36.53,-0.86,Bajo
22005,34.38,-0.414,Medio
22001,54.66,0.101,Alto
22007,44.5,-0.652,Bajo
22008,35.87,-0.393,Medio
22018,40.62,-0.051,Medio
22009,45.56,-0.308,Medio
22002,50.47,0.509,Alto
22013,39.51,-0.003,Medio
22010,54.61,0.292,Alto
22003,50.45,-0.162,Medio
22015,44.14,-0.236,Medio
23005,23.31,-1.474,Muy bajo
23004,36.82,-1.109,Muy bajo
23008,18.85,-1.477,Muy bajo
23001,32.42,-1.246,Muy bajo
23002,58.04,0.424,Alto
23010,63.33,0.203,Alto
23006,62.27,0.304,Alto
23009,23.39,-0.874,Bajo
23007,60.6,0.302,Alto
23003,32.77,-0.685,Bajo
24028,29.62,-1.704,Muy bajo
24035,31.91,-1.694,Muy bajo
24013,48.53,-0.827,Bajo
24020,49.81,-1.119,Muy bajo
24024,53.29,-0.416,Medio
24037,60.82,0.393,Alto
24021,49.66,-0.192,Medio
24054,69.84,0.724,Alto
24050,40.61,-0.29,Medio
24003,83.09,2.112,Muy alto
24011,56.14,-0.615,Bajo
24016,58.73,-0.395,Medio
24032,53.01,0.124,Alto
24040,52.48,-0.344,Medio
24053,68.78,0.046,Medio
24049,69.52,0.228,Alto
24010,60.44,0.017,Medio
24025,68.22,-0.269,Medio
24057,69.78,0.621,Alto
24036,64.78,0.543,Alto
24017,67.62,0.965,Alto
24055,38.06,-0.262,Medio
24058,55.64,-0.485,Medio
24008,53.51,-0.665,Bajo
24029,78.28,1.015,Alto
24015,50.76,-0.454,Medio
24012,73.53,1.111,Alto
24041,80.39,0.715,Alto
24022,69.14,0.432,Alto
24007,51.54,-0.738,Bajo
24005,60.74,-0.701,Bajo
24001,65.89,0.257,Alto
24046,54.42,0.111,Alto
24018,73.31,0.819,Alto
24039,73.34,0.963,Alto
24038,67.94,0.589,Alto
24023,59.87,0.293,Alto
24056,66.12,-0.063,Medio
24014,67.38,0.564,Alto
24042,67.58,-0.166,Medio
24051,47.22,-0.293,Medio
24034,71.92,0.254,Alto
24045,71.29,0.057,Medio
24033,60.98,0.099,Alto
24031,76.04,2.257,Muy alto
24027,58.54,-0.22,Medio
24052,69.33,0.246,Alto
24006,67.27,0.344,Alto
24047,73.27,0.808,Alto
24043,57.68,0.181,Alto
24026,76.63,1.008,Alto
24002,73.1,0.598,Alto
24044,73.31,0.547,Alto
24019,67.79,0.615,Alto
24048,43.65,-0.585,Bajo
24030,56.08,-0.066,Medio
24009,33.18,-0.54,Bajo
24004,59.32,0.387,Alto
25006,21.59,-1.497,Muy bajo
25012,29.48,-1.527,Muy bajo
25001,36.55,-1.223,Muy bajo
25011,46.92,-0.705,Bajo
25018,39.65,-0.433,Medio
25010,59.04,-0.355,Medio
25017,58.58,0.13,Alto
25015,30.71,-1.35,Muy bajo
25009,32.62,-0.748,Bajo
25008,34.82,-0.43,Medio
25014,37.58,-0.658,Bajo
25002,40.72,-0.813,Bajo
25013,48.86,-0.105,Medio
25007,52.1,0.319,Alto
25003,45.18,0.676,Alto
25004,35.33,-0.546,Bajo
25016,43.77,-0.211,Medio
25005,37.09,-0.317,Medio
26030,19.95,-1.728,Muy bajo
26018,35.81,-1.478,Muy bajo
26043,27.3,-1.557,Muy bajo
26055,30.22,-1.292,Muy bajo
26042,45.27,-1.009,Bajo
26029,34.52,-1.258,Muy bajo
26017,31.72,-1.169,Muy bajo
26002,33.26,-1.455,Muy bajo
26033,57.63,-0.542,Bajo
26026,65.32,-0.148,Medio
26048,24.22,-1.515,Muy bajo
26025,32.28,-1.258,Muy bajo
26019,14.12,-1.867,Muy bajo
26036,27.96,-1.604,Muy bajo
26003,47.32,-0.034,Medio
26012,53.49,-0.518,Bajo
26071,56.06,-0.774,Bajo
26070,31.79,-0.947,Bajo
26058,27.89,-1.51,Muy bajo
26072,59,-0.357,Medio
26041,15.03,-1.669,Muy bajo
26035,34.68,-1.145,Muy bajo
26004,36.61,-1.093,Muy bajo
26047,20.8,-1.271,Muy bajo
26056,27.61,0.062,Medio
26066,20.15,-1.179,Muy bajo
26027,19.66,-1.596,Muy bajo
26039,27.99,-1.549,Muy bajo
26023,24.45,-1.286,Muy bajo
26069,29.85,-0.21,Medio
26052,22.93,-0.835,Bajo
26016,31.45,-1.459,Muy bajo
26051,33.62,-0.296,Medio
26038,21.35,-1.399,Muy bajo
26020,27.44,-0.786,Bajo
26014,26.6,-1.068,Bajo
26049,64.37,1.048,Alto
26001,18.84,-1.044,Bajo
26006,28.44,-1.089,Muy bajo
26045,45.06,-0.439,Medio
26021,24.26,-0.693,Bajo
26040,34.31,-0.266,Medio
26059,29.52,-1.137,Muy bajo
26013,24.36,-1.232,Muy bajo
26064,35.78,-0.532,Bajo
26060,38,-0.785,Bajo
26011,21.48,-1.254,Muy bajo
26067,9.95,-1.41,Muy bajo
26057,30.22,-0.987,Bajo
26015,34,-0.98,Bajo
26050,25.41,-0.903,Bajo
26061,17.38,-0.649,Bajo
26010,37.09,-0.663,Bajo
26037,18.22,-1.154,Muy bajo
26031,47.33,-0.774,Bajo
26063,38.75,-1.05,Bajo
26065,52.71,-0.585,Bajo
26068,18.31,-1.225,Muy bajo
26005,14.19,-0.404,Medio
26062,29.73,-0.78,Bajo
26008,33.89,-0.75,Bajo
26028,19.83,-1.414,Muy bajo
26022,19.4,-0.855,Bajo
26034,19.39,-1.368,Muy bajo
26032,20.97,-1.334,Muy bajo
26009,20.96,-0.827,Bajo
26024,33.17,-0.976,Bajo
26007,50.9,-1.032,Bajo
26054,19.05,-0.599,Bajo
26044,26.4,-0.68,Bajo
26053,13.01,-1.33,Muy bajo
26046,40.82,-0.714,Bajo
27004,23.95,-1.483,Muy bajo
27002,44.92,-0.551,Bajo
27005,33.8,-0.807,Bajo
27008,50.9,-0.225,Medio
27012,44.48,-0.566,Bajo
27006,47.31,-0.361,Medio
27013,28.49,-1.087,Muy bajo
27003,51.84,-0.107,Medio
27014,20.8,-1.234,Muy bajo
27010,36.35,-0.791,Bajo
27001,64.79,-0.045,Medio
27017,58.52,-0.325,Medio
27016,51.63,-0.319,Medio
27015,57.33,-0.076,Medio
27009,44.97,-0.416,Medio
27007,43.64,-0.878,Bajo
27011,67.37,0.009,Medio
28032,35.32,-1.43,Muy bajo
28022,38.72,-1.296,Muy bajo
28027,31.5,-1.441,Muy bajo
28041,29.88,-1.558,Muy bajo
28038,33.94,-1.686,Muy bajo
28003,36.1,-1.259,Muy bajo
28009,30.66,-1.69,Muy bajo
28033,41.46,-1.117,Muy bajo
28021,50,-1.06,Bajo
28040,49.48,-1.043,Bajo
28035,50.66,-0.51,Bajo
28012,63.43,-0.294,Medio
28039,66.2,0.299,Alto
28002,55.92,-0.479,Medio
28025,27.42,-1.559,Muy bajo
28037,49.99,-0.358,Medio
28043,55.43,-0.68,Bajo
28016,68.41,-0.081,Medio
28019,66.02,0.069,Medio
28007,29.66,-1.263,Muy bajo
28013,63.64,-0.11,Medio
28015,38.4,-1.127,Muy bajo
28017,57.81,-0.349,Medio
28030,57.15,-0.658,Bajo
28029,56.93,-0.252,Medio
28001,56.15,-0.558,Bajo
28004,68.53,-0.059,Medio
28011,71.88,-0.143,Medio
28034,64.93,0.233,Alto
28018,55.81,-0.696,Bajo
28006,69.88,1.19,Alto
28042,63.89,-0.045,Medio
28014,29.08,-1.162,Muy bajo
28005,43.34,-0.237,Medio
28024,37.27,-1.098,Muy bajo
28008,60.25,0.223,Alto
28023,46.58,-0.17,Medio
28026,70.57,0.743,Alto
28028,65.89,-0.167,Medio
28020,56.3,-0.342,Medio
28010,48.93,-0.029,Medio
28031,60.56,-0.024,Medio
28036,74.44,0.713,Alto
29033,35.35,-1.687,Muy bajo
29013,57.02,-0.715,Bajo
29005,42.31,-1.551,Muy bajo
29025,42.28,-0.785,Bajo
29010,51.75,-1.249,Muy bajo
29006,51.3,-1.075,Muy bajo
29044,53.61,-1.298,Muy bajo
29034,67.49,-0.43,Medio
29018,65.98,-0.791,Bajo
29015,51.49,-0.914,Bajo
29043,44.71,-1.338,Muy bajo
29031,51.81,-1.083,Muy bajo
29041,52.88,-1.145,Muy bajo
29024,42.3,-1.088,Muy bajo
29023,57.76,-0.663,Bajo
29028,60.9,-0.816,Bajo
29039,56.61,-0.854,Bajo
29036,33.47,-1.418,Muy bajo
29019,54.73,-1.032,Bajo
29026,46.82,-1.011,Bajo
29048,52.2,-1.095,Muy bajo
29021,62.4,-0.891,Bajo
29007,54.3,-0.468,Medio
29004,68.48,-0.012,Medio
29038,49.97,-1.135,Muy bajo
29008,59.49,-0.548,Bajo
29002,43.16,-1.15,Muy bajo
29030,60.87,-0.048,Medio
29014,51.25,-0.574,Bajo
29042,44.86,-1.498,Muy bajo
29032,55.96,-0.84,Bajo
29027,58.61,-0.897,Bajo
29029,50.42,-0.969,Bajo
29001,51.27,-1.253,Muy bajo
29050,59.97,-0.904,Bajo
29017,67.78,-0.626,Bajo
29040,65.21,-0.465,Medio
29020,57.87,-0.536,Bajo
29037,73.91,-0.062,Medio
29058,59.32,-1.03,Bajo
29012,66.01,-0.216,Medio
29056,52.42,-1.043,Bajo
29053,50.28,-1.139,Muy bajo
29059,69.37,-0.575,Bajo
29016,60.85,-0.828,Bajo
29003,62.38,-0.279,Medio
29045,46.42,-1.045,Bajo
29022,65.09,-0.655,Bajo
29052,59.61,-0.733,Bajo
29035,49.42,-1.207,Muy bajo
29054,54.69,-1.266,Muy bajo
29049,42.01,-1.449,Muy bajo
29009,56.1,-0.714,Bajo
29060,64.61,-0.588,Bajo
29011,56.52,-0.686,Bajo
29046,77.85,0.032,Medio
29057,54.57,-0.748,Bajo
29051,42.31,-1.029,Bajo
29055,53.94,-0.615,Bajo
29047,66.04,-0.383,Medio
30193,29.79,-1.51,Muy bajo
30087,32.16,-1.505,Muy bajo
30039,29.95,-1.383,Muy bajo
30044,46.51,-1.063,Bajo
30131,32.88,-1.246,Muy bajo
30141,63.36,0.125,Alto
30189,39.48,-0.991,Bajo
30124,53.33,0.547,Alto
30108,39.61,-0.643,Bajo
30028,24.02,-1.722,Muy bajo
30048,39.83,-0.713,Bajo
30118,43.19,-1.538,Muy bajo
30102,50.94,-0.678,Bajo
30174,48.01,-0.54,Bajo
30160,66.65,0.122,Alto
30155,72.02,1.183,Alto
30123,46.38,-0.464,Medio
30175,47.75,0.136,Alto
30038,40.36,-1.032,Bajo
30003,59.19,-0.263,Medio
30061,57.09,0.506,Alto
30065,39.55,-0.858,Bajo
30105,33.52,-0.973,Bajo
30128,51.15,-0.485,Medio
30085,51.13,-0.725,Bajo
30068,47.35,-0.968,Bajo
30010,66.57,0.393,Alto
30109,67.04,-0.186,Medio
30183,70.08,-0.041,Medio
30071,61.92,-0.126,Medio
30047,61.24,0.635,Alto
30133,44.72,-0.744,Bajo
30143,70.65,0.523,Alto
30045,48.99,-0.551,Bajo
30173,75.82,1.05,Alto
30040,33.62,-0.834,Bajo
30058,66.97,0.32,Alto
30083,66.82,1.264,Muy alto
30011,45.21,-0.646,Bajo
30023,75.98,0.81,Alto
30032,67.6,0.107,Alto
30204,33.81,-0.845,Bajo
30207,61.71,-0.082,Medio
30014,57.96,-0.434,Medio
30086,81.92,0.518,Alto
30201,69.16,1.534,Muy alto
30004,62.62,-0.181,Medio
30077,58.44,-0.126,Medio
30073,62.18,0.359,Alto
30030,52.48,-0.426,Medio
30138,44.68,-1.411,Muy bajo
30089,49.39,-0.446,Medio
30130,64.68,0.366,Alto
30094,67.61,0.139,Alto
30092,57.99,-0.211,Medio
30115,54.23,-0.694,Bajo
30181,52.25,0.029,Medio
30101,57.71,-0.163,Medio
30161,63.88,0.529,Alto
30149,62.26,1.681,Muy alto
30142,69.77,0.473,Alto
30015,64.98,0.073,Medio
30126,41.87,-0.549,Bajo
30144,67.31,0.425,Alto
30125,69.07,0.059,Medio
30191,40.58,-1.056,Bajo
30206,19.62,-1.444,Muy bajo
30211,64.87,-0.306,Medio
30210,68.8,0.675,Alto
30091,59.61,0.466,Alto
30009,64.43,-0.022,Medio
30013,47.5,-0.92,Bajo
30053,54.43,-0.477,Medio
30148,57.16,-0.321,Medio
30066,73.9,0.751,Alto
30016,36.38,-1.198,Muy bajo
30127,82.52,1.475,Muy alto
30034,41.77,-1.196,Muy bajo
30025,75.49,1.464,Muy alto
30159,73.68,3.545,Muy alto
30081,55.73,-0.134,Medio
30026,38.15,-1.225,Muy bajo
30069,58.56,-0.306,Medio
30208,40.5,-0.69,Bajo
30117,73.06,0.512,Alto
30021,66.68,-0.286,Medio
30158,68.28,0.335,Alto
30033,67.07,0.504,Alto
30100,46.97,-0.413,Medio
30121,55.83,0.501,Alto
30147,86.14,1.812,Muy alto
30151,72.47,0.481,Alto
30135,62.9,0.113,Alto
30080,74.9,0.255,Alto
30006,59.57,0.67,Alto
30169,70.43,0.355,Alto
30051,77.02,0.994,Alto
30134,48.24,-0.611,Bajo
30112,65.06,-0.358,Medio
30072,63.11,0.347,Alto
30022,73.25,0.48,Alto
30062,64.56,0.111,Alto
30049,56.76,0.153,Alto
30172,68.44,0.571,Alto
30192,61.36,-0.372,Medio
30157,67.75,0.417,Alto
30043,77.73,0.977,Alto
30132,68.22,0.128,Alto
30097,49.29,-0.97,Bajo
30070,71.53,0.896,Alto
30205,55.53,-0.474,Medio
30182,50.69,-0.358,Medio
30067,79.87,1.549,Muy alto
30129,64.4,0.26,Alto
30099,70.18,0.196,Alto
30196,55.74,-0.469,Medio
30027,68.18,0.917,Alto
30111,39.38,-0.223,Medio
30122,75.37,0.797,Alto
30188,74.26,0.473,Alto
30104,70.49,1.073,Alto
30075,69.52,0.621,Alto
30031,81.04,0.748,Alto
30050,72.41,1.695,Muy alto
30060,68.83,0.374,Alto
30116,59.75,-0.106,Medio
30093,55.52,-0.206,Medio
30164,60.55,-0.332,Medio
30145,55.33,-0.239,Medio
30046,75.97,0.482,Alto
30059,48.58,-0.175,Medio
30120,53.97,-0.032,Medio
30095,77.78,0.481,Alto
30024,75.92,0.519,Alto
30082,27.66,-0.625,Bajo
30209,72.08,0.745,Alto
30203,77.59,2.191,Muy alto
30168,70.3,1.894,Muy alto
30167,71.02,0.148,Alto
30202,58.18,1.991,Muy alto
30063,74.38,0.557,Alto
30057,83.59,0.995,Alto
30078,79.69,0.628,Alto
30055,61.97,0.674,Alto
30076,79.56,2.137,Muy alto
30178,58.6,-0.053,Medio
30200,74.29,0.093,Alto
30154,74.24,0.494,Alto
30029,77.49,1.22,Alto
30212,70.31,1.007,Alto
30054,65.53,0.103,Alto
30103,73.12,1.794,Muy alto
30152,60.84,0.319,Alto
30052,59.32,-0.162,Medio
30035,72.49,0.348,Alto
30197,78.94,0.505,Alto
30194,60.72,0.307,Alto
30150,70.82,0.188,Alto
30110,82.59,3.334,Muy alto
30180,76.73,1.213,Alto
30079,74.1,0.789,Alto
30177,67.28,0.568,Alto
30090,43.37,-0.143,Medio
30199,50.07,-0.054,Medio
30170,69.79,1.719,Muy alto
30020,76.45,1.891,Muy alto
30114,63.93,-0.12,Medio
30036,67.71,0.227,Alto
30008,77.82,0.971,Alto
30166,80.26,0.592,Alto
30001,61.24,0.138,Alto
30037,82.12,1.347,Muy alto
30165,78.08,1.592,Muy alto
30136,48.59,-0.39,Medio
30012,56,0.177,Alto
30184,70.11,1.411,Muy alto
30074,51.34,-0.552,Bajo
30198,69.77,1.465,Muy alto
30186,67.97,-0.306,Medio
30056,68.67,1.054,Alto
30162,82.08,0.62,Alto
30019,68.34,1.399,Muy alto
30007,72.73,0.261,Alto
30139,56.18,0.134,Alto
30137,77.6,1.794,Muy alto
30153,71.97,0.114,Alto
30084,64.46,0.464,Alto
30156,65.27,0.861,Alto
30042,68.06,0.518,Alto
30119,67.58,0.09,Alto
30187,69.87,0.489,Alto
30195,80.47,1.668,Muy alto
30005,66.35,0.358,Alto
30171,76.22,1.267,Muy alto
30185,63.25,0.394,Alto
30163,79.15,0.729,Alto
30088,79.86,0.415,Alto
30176,66.33,0.211,Alto
30106,79.23,0.348,Alto
30113,74.73,0.653,Alto
30017,55.4,-0.46,Medio
30064,71.2,1.458,Muy alto
30179,77.9,0.063,Medio
30146,77.54,0.227,Alto
30002,76.03,-0.032,Medio
30098,68.59,0.765,Alto
30140,77.66,0.958,Alto
30107,60.13,1.022,Alto
30041,71.93,1.065,Alto
30190,63.94,-0.075,Medio
30018,83.94,1.566,Muy alto
30096,79.42,-0.039,Medio
31050,34.56,-1.477,Muy bajo
31041,44.75,-0.953,Bajo
31102,58.9,0.089,Alto
31096,63.9,0.245,Alto
31059,39.79,-1.058,Bajo
31101,52.78,-0.615,Bajo
31079,63.85,-0.047,Medio
31089,60.22,-0.448,Medio
31019,66.42,1.523,Muy alto
31052,51.13,-0.366,Medio
31038,60.72,-0.083,Medio
31056,69.67,0.182,Alto
31040,63.64,-0.116,Medio
31058,65.33,0.267,Alto
31048,57.24,0.299,Alto
31033,61.85,0.366,Alto
31093,52.06,-0.692,Bajo
31076,57.3,0.296,Alto
31002,51.04,-0.308,Medio
31032,66.3,0.761,Alto
31085,75.24,0.882,Alto
31104,57.14,1.166,Alto
31098,66.82,0.357,Alto
31053,67.47,-0.171,Medio
31091,66.67,0.204,Alto
31003,78.95,0.233,Alto
31013,39.66,-1.071,Bajo
31080,66.41,0.152,Alto
31067,46.76,-0.182,Medio
31069,59.51,0.582,Alto
31006,68.96,-0.065,Medio
31021,76.52,0.915,Alto
31027,59.85,-0.73,Bajo
31011,63,-0.251,Medio
31057,73.39,0.069,Medio
31036,62.96,0.168,Alto
31090,56.23,0.727,Alto
31007,59.1,-0.397,Medio
31084,71.43,0.311,Alto
31044,69.82,0.325,Alto
31092,75.31,1.503,Muy alto
31055,51.81,0.327,Alto
31075,70.7,0.662,Alto
31001,53.61,0.659,Alto
31029,68.57,-0.341,Medio
31034,61.56,0.723,Alto
31035,57.55,0.643,Alto
31004,60.48,-0.158,Medio
31047,73.4,0.573,Alto
31042,59.44,0.478,Alto
31095,57.96,-0.201,Medio
31025,77.59,0.181,Alto
31037,70.28,0.493,Alto
31015,61.24,0.395,Alto
31087,75.46,0.905,Alto
31063,67.22,0.095,Alto
31073,73.45,1.07,Alto
31062,61.97,0.272,Alto
31094,73.35,0.953,Alto
31023,52.95,-0.179,Medio
31017,63.13,1.09,Alto
31009,70.77,0.234,Alto
31020,46.84,-0.342,Medio
31022,83.97,1.528,Muy alto
31039,58.13,-0.153,Medio
31099,64.05,1.036,Alto
31066,68.81,0.39,Alto
31008,77.94,0.625,Alto
31070,70.34,0.023,Medio
31012,73.72,0.319,Alto
31078,64.5,0.288,Alto
31030,69.99,0.967,Alto
31082,62.58,-0.292,Medio
31049,71.37,2.019,Muy alto
31100,62.09,0.12,Alto
31026,60.38,-0.164,Medio
31074,66.84,0.239,Alto
31097,69.13,0.713,Alto
31061,58.13,-0.129,Medio
31103,59.35,0.506,Alto
31024,78.84,1.004,Alto
31051,54.14,-0.31,Medio
31081,73.87,0.848,Alto
31046,76.75,0.664,Alto
31018,66.93,0.663,Alto
31043,72.44,0.688,Alto
31105,59.15,-0.303,Medio
31068,66,0.005,Medio
31016,70.65,0.725,Alto
31054,60.87,0.056,Medio
31028,55.58,-0.247,Medio
31077,70.43,0.612,Alto
31031,78.71,0.753,Alto
31010,59.1,1.262,Muy alto
31045,68.94,0.095,Alto
31106,64.98,0.087,Alto
31005,54.15,-0.065,Medio
31086,67.4,0.715,Alto
31065,60.49,-0.324,Medio
31088,59.72,0.272,Alto
31083,56.14,-0.342,Medio
31072,63.32,-0.289,Medio
31071,52.31,0.198,Alto
31064,61.17,0.149,Alto
31014,61.52,0.463,Alto
31060,66.67,0.279,Alto
32010,47.41,-1.02,Bajo
32017,29.19,-1.658,Muy bajo
32056,28.48,-1.785,Muy bajo
32038,60.85,-0.014,Medio
32039,50.8,-0.931,Bajo
32042,46.18,-0.801,Bajo
32020,53.96,-1.094,Muy bajo
32024,55.47,-0.82,Bajo
32005,45.78,-1.142,Muy bajo
32036,60.71,-0.519,Bajo
32051,56.63,-0.445,Medio
32049,50.75,-0.443,Medio
32055,53.56,-0.746,Bajo
32034,46.81,-0.967,Bajo
32048,47.96,-0.975,Bajo
32019,52.84,-0.828,Bajo
32029,54.56,-0.97,Bajo
32016,69.05,-0.154,Medio
32040,65.16,-0.355,Medio
32014,57.26,-0.371,Medio
32022,58.08,-0.936,Bajo
32057,46.5,-0.915,Bajo
32054,63.27,-0.194,Medio
32052,50.32,-0.786,Bajo
32037,50.18,-0.422,Medio
32026,51.48,0.113,Alto
32035,54.87,-0.371,Medio
32044,59.53,-0.649,Bajo
32025,58.12,-0.71,Bajo
32053,51.56,-0.642,Bajo
32007,35.71,-1.042,Bajo
32023,46.63,-1.043,Bajo
32008,63.54,-0.523,Bajo
32032,34.78,-1.32,Muy bajo
32009,43.94,-0.62,Bajo
32050,42.82,-0.691,Bajo
32031,50.41,-0.504,Bajo
32045,53.95,-0.463,Medio
32006,58.82,-0.903,Bajo
32012,53.07,-0.058,Medio
32046,62.78,-0.281,Medio
32013,46.75,-0.719,Bajo
32001,66.67,-0.322,Medio
32047,44.32,-0.839,Bajo
32002,48.32,-0.253,Medio
32021,58.48,0.415,Alto
32018,58.45,-0.462,Medio
32004,42.7,-0.658,Bajo
32033,41.69,-0.688,Bajo
32027,53.01,-0.164,Medio
32011,34.7,-0.747,Bajo
32058,51.32,-0.435,Medio
32028,35.71,-0.336,Medio
32041,68.27,0.269,Alto
32003,46.18,-0.46,Medio
32030,54.43,-0.606,Bajo
32043,59.53,-0.298,Medio
32015,49.43,-0.288,Medio
