K_ENTIDAD_MUNICIPIO,HOGARES,POBLACION,SUPERFICIE,DENS_HOGS,DENS_HABS,ANALF,SPRIM,ANOS_PROMEDIO_DE_ESCOLARIDAD,OVSAE,OVSEE,PL<5000,PO2SM,INGRESOPC_ANUAL,DISP_INTERNET,DISP_TV_PAGA,DISP_TEL_CELULAR,DISP_TEL_FIJO,NUM_OPS,CLASS_PEN_BAF_HABS_COAXFO,IS_PEN_BAF_HABS_COAXFO
29034,10480,42536,575.48,1821.0884826579552,1821.0884826579552,6.81,18.88,7.01,1.37,0.61,62.93,67.49,1894.12,8.31344850625179,52.0759759473131,67.6815882409086,20.7024911711367,1,1,1
29035,1343,5843,14.25,9424.561403508773,9424.561403508773,3.27,11.54,7.92,0.09,0.53,0.44,49.42,1776.49,14.4452717795979,31.5711094564408,64.4825018615041,23.3804914370811,1,0,0
29036,5683,21814,13.81,41151.339608979,41151.339608979,1.55,6.56,10.96,0.8,0.25,66.11,33.47,2903.1,36.0373042407179,45.2929790603554,84.7967622734471,40.6827379904979,1,1,1
29038,4280,16359,38.41,11142.931528247853,11142.931528247853,2.52,9.54,9.24,1.42,0.57,30.78,49.97,2393.13,22.8611500701262,48.6909770920991,82.8190743338008,20.406732117812,1,0,0
29039,5494,23905,41.51,13235.364972295833,13235.364972295833,3.38,11.86,8.25,0.8,0.51,53.19,56.61,2190.38,13.2556445739257,35.4879825200291,75.6372906045156,19.9198834668608,1,1,1
29040,2729,10263,102.81,2654.4110495088025,2654.4110495088025,3.83,15.56,7.91,1.28,0.63,100,65.21,2005.21,11.5835777126099,41.4956011730205,68.6950146627566,22.7639296187683,1,0,0
29042,3400,13629,7.32,46448.08743169399,46448.08743169399,1.85,7.98,9.49,0.69,0.18,0,44.86,2640.57,29.7647058823529,15.2647058823529,72.6764705882353,48.5294117647058,1,0,0
29043,10299,38296,36.79,27994.02011416146,27994.02011416146,2.51,7.62,9.88,0.58,0.27,43.69,44.71,2697.86,30.4301388484318,58.3940188367802,87.2997378386251,24.6722982813865,1,1,1
29044,10229,42686,29.5,34674.576271186445,34674.576271186445,2.57,10.68,9.14,0.78,0.26,0.49,53.61,2605.3,24.3245888801879,15.7302270947533,72.4158183241973,38.1166797180892,2,2,1
29037,2041,8955,77.09,2647.554806070826,2647.554806070826,11.06,27.91,6.06,4.55,0.2,23.64,73.91,1198.04,4.31584109857773,7.11132908288376,52.1824423737126,8.97498773908778,1,0,0
30001,2272,8819,97.5,2330.25641025641,2330.25641025641,10.56,31.94,6.1,2.03,2.28,100,61.24,1633.07,8.09859154929577,17.5176056338028,58.7147887323943,17.3855633802816,1,0,0
30002,757,3147,18.2,4159.34065934066,4159.34065934066,7.45,30.64,5.98,0.54,0.99,100,76.03,1184.68,4.49141347424042,7.79392338177014,59.1809775429326,13.34214002642,1,0,0
30003,23842,87267,655.69,3636.169531333404,3636.169531333404,9.96,26.22,7.59,15.34,1.47,39.23,59.19,2263.38,17.412643147783,40.588950878812,77.0082637694534,22.1066319895968,1,1,1
30004,12983,43388,859.42,1510.66998673524,1510.66998673524,12.04,35.99,6.12,0.66,0.5,100,62.62,2033.08,10.7327220895292,23.8076893443254,59.6424994221434,25.6491255104399,1,0,0
30005,1614,5350,194.95,827.904590920749,827.904590920749,17.31,37.88,5.88,21.05,0.77,100,66.35,2077.26,13.6926889714993,34.7583643122676,78.8104089219331,10.0991325898389,1,0,0
30006,5482,22969,168.31,3257.0851405145268,3257.0851405145268,13.41,32.3,5.89,31.48,1.93,66.43,59.57,1538.85,6.00364963503649,19.7445255474452,58.1204379562043,3.3941605839416,1,0,0
30204,13921,48091,372.29,3739.2892637460045,3739.2892637460045,5.11,19.2,8.29,25.02,0.95,21.58,33.81,2806.88,28.4235497088634,62.0588023866005,82.3736611314786,33.6568183451944,1,1,1
30160,27850,104694,1277.09,2180.7390238745897,2180.7390238745897,9.48,27.32,6.83,31.64,1.16,75.92,66.65,1839.94,13.2713379469434,27.1986735870818,61.3646193771626,19.9538638985005,1,1,1
30008,2302,10189,70.88,3247.7426636568853,3247.7426636568853,21.24,44.37,4.22,16.08,3.51,100,77.82,1027.28,2.47718383311603,21.9904389395914,26.9882659713168,10.5171664493698,0,0,0
30009,8690,28922,648.24,1340.552881648772,1340.552881648772,16.08,40.28,5.47,0.89,0.61,100,64.43,1726.45,8.06860036832412,27.152394106814,44.9585635359116,27.4286372007366,1,0,0
30010,16084,65548,328.46,4896.791085672532,4896.791085672532,15.22,36.86,5.49,6.08,1.34,67.35,66.57,1552.7,13.3175826908729,21.1390201442427,55.9810992290475,13.7341457348918,2,1,1
30011,17053,52927,827,2062.0314389359132,2062.0314389359132,9.81,25.33,7.77,12.92,1.05,43.93,45.21,2575.36,27.5833724753405,50.9687646782527,75.957022076092,23.2092531705025,1,1,1
30012,2633,7987,135.08,1949.2152798341722,1949.2152798341722,16.4,37.19,5.94,25.03,0.39,100,56,2297.7,2.08887200911507,30.7633877706038,53.1333080136726,20.357007216103302,1,0,0
30014,12224,45430,151.37,8075.5764021933,8075.5764021933,5.48,21.8,7.6,10.4,0.97,65.59,57.96,2229.68,17.5204582651391,33.7070376432078,75.0409165302782,21.2684124386252,1,1,1
30015,10211,33730,430.55,2371.617698292881,2371.617698292881,15.21,38.88,5.69,10.12,2.97,64.11,64.98,1836.87,7.93495297805642,21.2480407523511,67.4764890282131,11.9807993730407,1,0,0
30017,1191,4009,67.66,1760.2719479751702,1760.2719479751702,7.43,28.11,6.7,2.6,0.6,100,55.4,1775.13,12.2586062132661,22.4181360201511,60.705289672544,27.8757346767422,0,0,0
30018,487,1924,20.69,2353.7941034316095,2353.7941034316095,26.45,46.9,3.71,8.94,3.69,100,83.94,720.61,0.61601642710472,2.05338809034907,36.7556468172484,0.82135523613963,1,0,0
30019,1587,6534,29.84,5318.364611260054,5318.364611260054,32.52,49.95,3.15,14.19,1.41,100,68.34,670.4,0.56710775047258,7.12035286704473,49.4643982356647,12.3503465658475,0,0,0
30020,2502,10933,62.08,4030.2835051546394,4030.2835051546394,31.28,48.98,3.71,32.98,0.63,100,76.45,959.76,0.47961630695443,4.59632294164668,18.1055155875299,3.31734612310151,0,0,0
30021,6617,23896,122.69,5393.267584970251,5393.267584970251,7.69,25.73,7.06,17.34,1.08,37.84,66.68,1947.96,17.2585763941363,44.703037630346,69.6236965392171,23.6814266283814,1,0,0
30022,5054,21360,65.37,7731.375248584977,7731.375248584977,15.41,32.25,5.97,8.42,2.16,55.41,73.25,1575.83,6.29453681710213,16.4291369754552,58.9865399841647,13.1037212984956,1,0,0
30023,13769,50873,518.07,2657.74895284421,2657.74895284421,17.87,42.91,4.65,7.6,2.83,100,75.98,1181.95,6.41921397379912,16.4847161572052,49.825327510917,6.69577874818049,0,0,0
30025,6106,26694,173.02,3529.071783608831,3529.071783608831,35.89,58.39,2.91,1.22,1.8,100,75.49,969.83,1.73599737962659,14.1991483786439,33.2787422207664,8.92564690468391,1,0,0
30026,6780,24822,19.83,34190.62027231468,34190.62027231468,4.81,15.12,9.17,2.87,0.22,8.8,38.15,2974.28,36.4011799410029,42.8023598820059,85.7227138643067,32.7433628318584,3,3,1
30027,4290,17618,232.92,1841.8341061308606,1841.8341061308606,21.63,37.1,5.31,33.73,5.2,100,68.18,1245.15,2.42763772175536,14.2857142857142,17.4136321195144,9.9906629318394,0,0,0
30028,42875,142207,38,112828.94736842107,112828.94736842107,2.76,10.98,10.55,0.7,0.03,1.16,24.02,4840.39,51.9147744510046,56.2623976103241,90.4202935754125,49.6581176635317,2,1,1
30029,2803,12929,134.08,2090.5429594272073,2090.5429594272073,27.44,51.29,3.34,6.51,2.7,100,77.49,685.08,0.60670949321912,12.3483226266952,19.0221270521056,13.4903640256959,0,0,0
30007,1811,6426,124.07,1459.6598694285485,1459.6598694285485,9.15,42.29,5.41,2.52,1.81,100,72.73,1605.98,6.40530093870789,7.34400883489784,59.3042517945886,14.246272777471,1,0,0
30030,11193,42347,20.9,53555.023923444984,53555.023923444984,8.38,19.77,8.72,12.74,0.66,14.69,52.48,2302.74,30.8853747878138,32.9223621906548,71.6429911551862,36.1386580898776,3,1,1
