K_ENTIDAD_MUNICIPIO,HOGARES,POBLACION,SUPERFICIE,DENS_HOGS,DENS_HABS,ANALF,SPRIM,ANOS_PROMEDIO_DE_ESCOLARIDAD,OVSAE,OVSEE,PL<5000,PO2SM,INGRESOPC_ANUAL,DISP_INTERNET,DISP_TV_PAGA,DISP_TEL_CELULAR,DISP_TEL_FIJO,NUM_OPS,CLASS_PEN_BAF_HABS_COAXFO,IS_PEN_BAF_HABS_COAXFO
12014,4786,15318,229.94,2081.412542402366,2081.412542402366,8.2,22.11,8.1,12.1,1.57,52.06,50.46,2401.65,11.4339464882943,39.1513377926421,63.2316053511705,32.2742474916388,1,0,0
12015,3878,13286,303.98,1275.7418251200736,1275.7418251200736,8.82,26.2,6.8,6.49,0.18,43.8,56.47,2288.44,13.7842023748064,42.6432627774909,59.6282911719153,45.5859576664945,1,0,0
12028,29461,129867,749.72,3929.6003841434135,3929.6003841434135,27.76,42.34,4.69,27.31,3.09,74.21,69.69,1304.74,5.94187151976096,14.6917017520032,54.5260084204807,11.8294173570555,2,1,1
12029,66406,273106,2180.64,3045.252769829041,3045.252769829041,6.24,15.38,10.01,13.01,0.83,13.43,34.38,3010.29,36.6474876491143,47.1351970116881,81.9014339076997,38.8314857211712,3,1,1
12016,3287,12725,2645.13,124.26610412342683,124.26610412342683,20.86,42.47,4.08,37.25,4.44,100,65.06,1261.45,2.10045662100456,58.8432267884322,22.5570776255707,16.3470319634703,0,0,0
12078,3432,18458,620.58,553.0310354829353,553.0310354829353,56.42,71.24,1.57,30.55,14.59,100,76.86,319.12,0.08746355685131,2.65306122448979,5.45189504373177,1.19533527696793,0,0,0
12017,3706,13457,445.41,832.0423879122606,832.0423879122606,12.63,30.7,6.46,11.23,0.68,100,50.15,2165.93,9.55207771181867,33.7560712358337,59.5520777118186,31.3815434430653,1,0,0
12018,3873,14304,296.57,1305.9311461037867,1305.9311461037867,16.75,32.18,6.26,7.85,1.01,51.46,59.45,1822.55,10.2246320681642,43.7387038471469,56.7776917118512,22.1533694810224,1,0,0
12019,3224,14866,732.5,440.1365187713311,440.1365187713311,31.89,49.99,3.46,63.97,3.72,52.2,73.67,864.08,1.11731843575419,16.9770328988206,31.8746120422098,2.48292985723153,0,0,0
12020,4347,20192,306.62,1417.7157393516404,1417.7157393516404,36.1,51.41,3.11,15.74,3.83,100,62.07,792.01,0.85116172072693,6.97032436162871,27.3291925465838,9.24775707384403,0,0,0
12021,20473,76306,1810.82,1130.5927701262412,1130.5927701262412,13.07,27.49,6.62,23.62,1.34,73.14,59.07,2095.4,8.22178798241328,29.7361993160723,63.4684904738642,17.3229115779189,2,1,1
12022,10225,39002,3357.49,304.54297704535236,304.54297704535236,17.9,38.09,4.81,35.36,6.39,83.7,44.78,1375.33,8.63569682151589,46.7188264058679,37.7310513447432,25.5061124694376,1,0,0
12023,6914,27266,631.62,1094.6455147082106,1094.6455147082106,18.03,37.58,5.69,8.97,1.85,60.34,61.34,1980.39,8.79455230368009,33.1063459866705,45.5809910170965,32.8020863517821,1,0,0
12024,1920,7649,239.21,802.6420300154676,802.6420300154676,17.76,36.83,4.87,21.8,3.05,100,70.1,1122.55,0.62565172054223,27.5808133472367,16.1626694473409,18.3003128258602,0,0,0
12025,3903,16415,313.98,1243.0728071851709,1243.0728071851709,16.88,32.5,5.63,27.62,0.62,100,71.68,1246.76,1.02485267742762,33.8970023059185,31.6679477325134,13.989239046887,0,0,0
12026,2377,8559,373.02,637.2312476542813,637.2312476542813,18.73,42.66,4.63,55.41,1.32,100,64.7,1139.32,4.41733277240218,13.7147665124106,20.9928481278923,21.6238956668069,1,0,0
12027,5831,19746,1335.64,436.56973435955797,436.56973435955797,24.82,45.53,4.35,17.52,4.51,100,58.61,1674.87,6.06008583690987,49.1330472103004,32.6523605150214,29.7682403433476,1,0,0
12075,11866,51316,1249.27,949.8347034668246,949.8347034668246,14.98,29.8,6.63,22.17,1.31,46.45,49.12,2029.21,13.8968481375358,39.7016686330692,65.7256025619416,22.7877970672509,2,1,1
12030,5075,20855,284.38,1784.584007314157,1784.584007314157,15.05,29.8,6.64,20,1.03,41.6,55.84,1943.5,10.3686181746501,40.2128917800118,56.8894145476049,20.3232801103883,1,1,1
12031,1498,5780,260.06,576.0209182496346,576.0209182496346,17.78,36.66,4.98,34.48,2.32,100,69.41,1127.28,1.46862483311081,20.0934579439252,29.973297730307,26.1682242990654,0,0,0
12032,7916,37340,1726.74,458.4361281953276,458.4361281953276,15.52,35.39,4.86,20.6,5.7,81.28,59.57,999.91,2.45073269327943,25.0631632137443,29.1940373926225,9.66397170288024,1,0,0
12033,3848,15287,274.92,1399.679906882002,1399.679906882002,16.96,33.3,5.94,3.6,0.39,57.87,65.73,1958.47,11.1775409409929,35.1182739797244,45.9318949831037,36.5479594489212,1,0,0
12034,10485,37094,1327.6,789.7710153660742,789.7710153660742,15.09,33.01,6.19,39.16,0.61,53.23,64.37,2144.28,12.6561754887935,26.5903671912255,51.2350977587029,40.8488316642823,1,1,1
12035,40460,151660,570.69,7089.663389931487,7089.663389931487,5.57,17.06,9.25,21.06,0.99,15.6,45.4,2936.67,33.0546210172174,34.7293686918662,80.5585790619434,42.7592519295468,2,1,1
12036,2748,11383,195.12,1408.3640836408363,1408.3640836408363,18.85,35.15,5.57,11.12,4.02,100,67.4,1222.08,1.81950509461426,37.372634643377,33.8791848617176,17.5036390101892,1,0,0
12081,2497,11114,240.26,1039.2907683343046,1039.2907683343046,15.11,24.6,6.8,9.54,7.86,100,64.06,1154.65,0.60072086503804,18.7825390468562,9.77172607128554,6.08730476571886,0,0,0
12037,1610,6179,212.1,759.075907590759,759.075907590759,14.02,34.02,5.8,30.62,0.92,100,69.44,1316.54,6.83229813664596,14.9689440993788,24.9689440993788,31.3043478260869,1,0,0
12079,3685,17661,131.98,2792.0897105622066,2792.0897105622066,37.64,49.83,2.87,18.99,11.19,100,75.12,769.74,0.1357220412595,4.23452768729641,4.47882736156351,5.61889250814332,0,0,0
12039,6551,24890,408.81,1602.455908612803,1602.455908612803,12.38,29.89,6.53,14.45,0.49,52.64,59.13,1806.26,11.5237658566406,32.8901115696163,57.7410973559529,30.2766315145957,1,1,1
12080,1948,7576,253.78,767.5939790369612,767.5939790369612,19.35,39.82,5.12,19.67,1.94,100,54.61,1546.54,4.98202362609142,25.4750898818695,45.814072932717004,30.7652799178222,1,0,0
12068,7173,26432,1760.21,407.5081950449094,407.5081950449094,15.98,35.34,5.52,12.7,1.35,100,41.47,1918.16,8.49253939478455,45.6700599637428,72.1517222144749,10.458792358109,1,0,0
12040,6057,26342,720.7,840.4329124462328,840.4329124462328,16.8,33.83,5.42,5.95,1.87,56.76,69.25,1336.7,4.83737824005283,34.885256727753,39.4089483242529,15.2385669473336,1,0,0
12041,5617,25584,472.92,1187.7273111731372,1187.7273111731372,19.51,31.24,5.81,9.69,6.07,100,62.61,819.9,0.32045575930211,9.52465729036852,8.79473028306925,4.29054655510058,0,0,0
12077,3623,13730,210.73,1719.2616143880794,1719.2616143880794,14.9,30.57,6.67,22.31,1.9,49.25,60.81,1876.86,9.92535250207354,44.7608515344208,54.0779651645009,22.6707215924799,1,0,0
12042,4618,18526,615.33,750.491606130044,750.491606130044,31.36,48.37,3.93,24.02,1.21,100,74.03,1246.13,4.07102641836292,26.4183629276743,41.5331312256388,13.6422693806842,1,0,0
12043,3789,19456,601.6,629.8204787234042,629.8204787234042,43.68,58.32,2.44,11.94,7.55,100,60.12,473.73,0.31695721077654,4.86001056524036,3.38087691494981,1.79609086106708,0,0,0
12044,3257,12752,512.58,635.4130087010808,635.4130087010808,14.08,31.05,6.65,3.17,0.89,53.69,55.69,1815.06,11.2066318698188,26.1283389622351,55.2962849247774,24.8081056186674,1,0,0
12045,5554,25483,706.91,785.6728579309955,785.6728579309955,24.22,38.82,4.65,55.25,4.58,76.57,73.36,1338.24,6.93194094346417,19.5894850558156,44.4184371624054,18.2391069499459,1,0,0
12046,16628,67641,602.64,2759.1928846409132,2759.1928846409132,17.07,29.92,6.82,29.29,3.82,60.66,54.28,2031.45,10.3616342740237,21.7100908598591,51.0680546362597,21.3550755159756,1,1,1
12047,1629,6883,294.23,553.6485062706046,553.6485062706046,18.98,42.68,4.17,32.76,8.49,100,89.51,747.7,0.3071253071253,7.67813267813267,44.2874692874692,13.4520884520884,0,0,0
12048,12052,44263,1971.67,611.2584763170307,611.2584763170307,10.56,26.96,6.55,7.04,1.95,36.66,48.23,2249.76,17.22333000997,43.6025257560651,69.8903290129611,21.4273845131272,2,1,1
12049,3579,12900,162.28,2205.4473749075673,2205.4473749075673,8.75,30.27,6.25,9.03,1.28,54.4,68.43,2083.35,9.45983767142457,27.3439686537923,59.1939546599496,19.5074167366358,1,0,0
12050,9609,37494,126.33,7606.269294704346,7606.269294704346,11.02,24.98,7.44,9.17,0.66,32.04,46.69,2326.7,22.9752238184468,45.8775765146783,67.54112013325,35.3112637934624,1,1,1
12051,7924,35926,845.5,937.196924896511,937.196924896511,23.05,40.89,4.56,6.7,1.03,83.53,59.02,1239.52,5.18677435638566,24.7980817768803,40.547703180212,19.952044422009,1,0,0
12052,9598,43671,1097.68,874.3896217476859,874.3896217476859,22.48,36.37,5.37,17.67,8.07,80.46,61.63,1174.28,3.44863513231923,20.618878933111,33.1527401541987,8.92894352990206,1,0,0
12053,12568,49449,1156.49,1086.7365908914041,1086.7365908914041,17.26,32.63,5.8,30.82,1.34,72.61,62.84,2024.47,8.18145642658177,18.042180660565,46.8682849184242,26.8444090728213,1,1,1
12054,6274,27853,2370.93,264.62189942343304,264.62189942343304,17.47,38.19,4.9,23.61,15.15,100,64.92,799.99,1.13201530612244,31.4094387755102,26.4827806122449,11.1288265306122,1,0,0
12055,29721,108416,650.69,4567.612841752601,4567.612841752601,8.66,22.16,7.65,10.56,0.66,38.73,62.51,2024.78,22.2196049399333,30.1208062725039,64.8450381936265,38.1229599219302,1,1,1
12056,10723,46812,697.53,1537.2815506143106,1537.2815506143106,15.32,30.06,6.04,8.97,1.77,100,58.43,1413.31,1.1009516700877,25.0419854450457,38.6359395409591,15.7865273371897,0,0,0
12057,18449,64577,2845.13,648.4413717475123,648.4413717475123,12.66,29.83,6.67,7.71,1.96,56.23,44.33,2198.86,15.1817688551275,39.5225176342919,55.724362452523,34.2159522517634,1,1,1
12058,14144,57377,1009.41,1401.2145708879443,1401.2145708879443,13.75,30.34,6.37,32.14,1.6,56.2,62.46,1734.94,12.6096181046676,32.008486562942,51.3083451202263,28.3451202263083,1,1,1
12059,8928,31599,852.91,1046.7692957052914,1046.7692957052914,15.99,35.04,5.9,27.53,0.75,79.33,67.13,2100.97,12.8696236559139,29.0658602150537,44.9932795698924,42.002688172043,1,0,0
12060,3895,14658,217.8,1788.3379247015612,1788.3379247015612,12.5,35.61,5.2,24.9,1.41,100,76.12,1453.89,2.84980744544287,6.70089858793324,52.5802310654685,18.6906290115532,1,0,0
12061,10590,42653,388.63,2724.9568998790623,2724.9568998790623,12.74,24.88,8,26,0.6,28.05,49.41,2212.56,17.233238904627,28.5457979225684,65.6090651558073,25.5146364494806,1,1,1
12062,4639,22771,802.79,577.8597142465651,577.8597142465651,42.46,57.78,3.13,5.89,5.66,100,67.03,919.24,2.88979943929264,33.4483502264395,27.4746603407375,11.796420099202,1,0,0
12063,2343,9753,279.97,836.8753795049467,836.8753795049467,22.15,31.65,5.38,7.03,22.69,100,44.54,870.05,0.25608194622279,12.6760563380281,1.19504908237302,0.93896713615023,0,0,0
12064,3436,12404,472.04,727.9044148800949,727.9044148800949,16.81,35.08,6.23,6.75,0.5,100,57.36,1901.06,14.6767617938264,62.4344787419918,45.1368666278392,41.8171228887594,1,0,0
12065,1837,7407,117.45,1564.0698169433801,1564.0698169433801,23.33,44.45,4.35,31.77,1.92,100,75.53,1276.18,5.0081654872074,26.0751224823081,34.7305389221556,35.3837778987479,0,0,0
12066,18806,87967,609.03,3087.8610249084613,3087.8610249084613,18.53,29.8,6.63,15.23,1.75,42.3,58.45,1941.16,13.2247244849065,21.3597401905978,63.6213597401906,23.1432678485864,1,1,1
12067,5476,21995,284.7,1923.4281700035126,1923.4281700035126,16.47,30.82,6.82,19.91,0.6,57.24,54.64,2221.91,16.2162162162162,42.3119065010956,61.2125639152666,29.1818845872899,1,0,0
12069,2408,11726,226.63,1062.5248201915015,1062.5248201915015,36.26,51.21,3.01,37.93,1.38,100,65.67,879.22,0.498545907769,14.873286248442,30.245118404653,16.2442874948068,1,0,0
12070,1785,7201,261.61,682.3133672260235,682.3133672260235,26.2,42.12,4.41,23.68,1.56,100,71.41,1618.41,5.88895120583286,28.3230510375771,34.0437464946719,44.1951766685361,1,0,0
12071,6817,28839,453.22,1504.1260315078769,1504.1260315078769,41.91,55.13,3.19,6.46,7.29,100,74.36,965.55,3.87267126301892,10.2097696934135,45.1518263165615,7.83335778201555,1,0,0
12072,2593,11221,228.36,1135.4878262392713,1135.4878262392713,26.99,43.01,4.44,8.36,7.68,100,69.05,749.45,0.50134978789047,6.63324334747397,12.0323949093713,2.50674893945237,0,0,0
12038,35365,124824,1467.93,2409.174824412608,2409.174824412608,6.92,18.32,8.18,9.19,0.78,22.22,41.21,2840.39,25.7196335895181,39.5819744193301,83.8915515725589,27.6424378208218,2,2,1
12073,4947,18206,2144.87,230.64334901415938,230.64334901415938,21.56,47.51,4,16.71,4.9,100,58.47,1351.83,6.44768856447688,42.4979724249797,26.9667477696674,19.3227899432279,1,0,0
12074,5756,22721,304.67,1889.2572291331603,1889.2572291331603,28.92,44.05,4.02,34.59,1.05,73.15,82.88,1179.92,2.50173731758165,7.19249478804725,48.0194579569145,8.91243919388464,0,0,0
13001,5311,21044,241.6,2198.2615894039736,2198.2615894039736,13.06,31.63,5.69,5.54,3.23,100,49.54,1693.04,8.97605129172166,32.0007542900245,77.1827267584386,18.3858193475391,1,0,0
13002,9660,43774,238.87,4044.0406915895674,4044.0406915895674,18.45,33.82,5.16,15.07,0.87,100,68.21,1549.77,3.53111732422077,24.7903075489282,61.4269441855648,8.79155017086051,1,0,0
13003,14180,56429,271.86,5215.919958802324,5215.919958802324,4.61,13.28,8.7,2.14,0.9,46.18,49.46,2461.31,20.2780914737436,35.1496329757199,72.2755505364201,28.7972896668548,2,1,1
13004,2501,9116,120.02,2083.819363439427,2083.819363439427,16.05,30.67,5.81,3.68,4.76,100,57.12,1459.82,4.44,19.36,63.48,6.08,0,0,0
13005,4801,18320,253.11,1896.8037612105409,1896.8037612105409,7.26,21.56,7.1,1.67,0.43,57.52,42.81,2522.68,7.81738586616635,40.9214092140921,76.5061496768814,13.0081300813008,1,0,0
13006,5685,20332,433.52,1311.3581841668206,1311.3581841668206,10.63,26.94,6.45,3.85,1.96,100,70.36,1660.65,4.22907488986784,17.1453744493392,71.0660792951541,7.34801762114537,1,0,0
13007,3287,12410,272.32,1207.0358401880142,1207.0358401880142,7.83,19.24,7.1,2.06,1.84,100,52.23,1995.48,8.73136598722239,39.793124429571,66.5652570733191,13.9641010039549,1,0,0
13008,12246,44576,322.22,3800.508969027372,3800.508969027372,5.58,15.57,8.1,0.86,1.02,37.41,49.61,2410.63,19.1409439817083,46.9459415319288,75.9431651151396,26.3432957700473,3,1,1
13010,7833,29683,63.43,12349.046192653319,12349.046192653319,3.44,12.46,8.91,0.41,0.37,42.71,25.76,3365.48,24.3584833397165,47.733946125367,82.4332950338312,26.6309204647006,2,1,1
13011,4891,19902,142.65,3428.671573781984,3428.671573781984,22.36,32.46,6.01,11.9,1.2,100,71.15,1302.09,5.42254962144465,36.2185389809699,45.5698792715367,15.5310006138735,1,0,0
13013,10032,38564,121.34,8267.67760013186,8267.67760013186,3.42,12.12,8.69,2.02,0.45,73.76,27.88,2931.56,10.7492507492507,36.6533466533466,81.8181818181818,10.8291708291708,2,1,1
13012,7238,27433,457.09,1583.4955916777878,1583.4955916777878,8.86,24.45,6.71,6.83,2.29,73.05,60.65,1837.01,10.6521138436032,46.2144238739983,76.1536336004421,13.5534678087869,1,1,1
13014,4912,17163,211.01,2327.851760580067,2327.851760580067,19.18,38.86,5.46,1.88,2.24,100,65.25,1635.97,1.4657980456026,26.9340390879478,55.2728013029316,10.9527687296416,0,0,0
13015,4991,18347,593.63,840.7593955831073,840.7593955831073,13.39,24.47,6.86,2.53,1.52,100,54.6,1655.01,5.39294306335204,19.2261427425822,62.5501202886928,12.1291098636728,0,0,0
13017,4021,13789,278.33,1444.6879603348543,1444.6879603348543,10.83,29.06,6.25,3.72,3.74,100,74.72,1819.45,2.86283295992033,16.2808065720687,65.4468508837441,8.96191187453323,1,0,0
13018,6369,23961,232.3,2741.713301764959,2741.713301764959,15.75,35.2,5.38,7.12,1.92,100,63.98,1347.99,3.48727615457116,38.0301602262017,56.5032987747408,22.7929626138862,1,0,0
13019,4654,18169,222.82,2088.681446907818,2088.681446907818,8.07,19.29,7.36,3.81,1.82,100,58.59,1782.4,4.23291792006875,24.6669531585732,63.450795015040804,11.7748173614095,1,0,0
13016,14689,58301,391.39,3753.0340581006158,3753.0340581006158,9.8,24.23,6.56,3.87,1.03,65.44,56.76,2037.47,11.8528610354223,36.3760217983651,73.4945504087193,23.2288828337874,1,1,1
13009,4619,18807,137.6,3356.831395348837,3356.831395348837,4.47,13.56,7.84,5.83,1.16,100,47.59,2235.65,12.2590426683993,43.3181719731427,73.0344379467186,11.5009746588693,1,0,0
13020,824,2667,239.54,343.9926525841196,343.9926525841196,12.26,30.95,5.88,4.87,2.17,100,70.5,1387.65,2.0631067961165,37.0145631067961,51.2135922330097,19.0533980582524,0,0,0
13021,3959,14825,123.01,3218.4375254044385,3218.4375254044385,4.17,12.01,8.38,0.22,0.2,34.7,38.15,2707.93,16.9911504424778,63.6156763590391,76.5107458912768,30.3919089759797,1,0,0
13022,4147,14693,139.58,2971.0560252185123,2971.0560252185123,4.45,15.45,8.02,1.9,0.41,100,41.89,2593.69,16.9520135037376,30.0940438871473,78.3457921388956,27.2003858210754,3,1,1
13023,9085,35872,104.99,8653.2050671492525,8653.2050671492525,5.34,14.99,9.01,1.25,0.82,49.81,46.57,2504.56,19.1075767616523,45.1513143362049,74.607908106914,20.3777335984095,1,0,0
13024,4594,17728,302.75,1517.4236168455823,1517.4236168455823,8.62,26.94,6.38,2.98,2.5,100,52.02,1890.1,6.24727905964301,29.4949934697431,76.5563778841967,10.8837614279495,2,1,1
13025,5418,21244,292.31,1853.5116828025043,1853.5116828025043,18.85,34.67,6.25,29.93,0.84,100,60.88,1438.32,2.99113737075332,27.2525849335302,47.0457902511078,6.81314623338257,1,0,0
13026,3202,13986,107.46,2979.713381723432,2979.713381723432,22.91,25.8,6.29,6.05,1.78,100,67.12,1090.66,2.25,20.0625,42.9375,7.59375,0,0,0
13027,6970,25989,214.84,3244.2748091603053,3244.2748091603053,29.33,47.5,4.32,41.3,3.5,100,64.2,1300.66,1.5351506456241,21.7360114777618,23.7302725968436,11.119081779053,1,1,1
13028,31119,129919,394.05,7897.2211648267985,7897.2211648267985,19.26,17.55,8.69,8.89,0.93,67.44,62.14,2336.66,11.911580166672,50.8349689500949,60.4491779014768,17.9832040927957,2,1,1
13029,11999,45959,660.71,1816.0766448214797,1816.0766448214797,6.39,20.05,7.49,2.43,1.2,79.55,48.13,2664.29,13.5351513635226,29.246935201401,71.2117421399382,23.2674505879409,1,1,1
13030,24545,93502,486.6,5044.184134812987,5044.184134812987,7.62,17.22,8.23,2.71,0.6,59.69,58.22,2347.26,16.0969647586066,34.1413729883886,70.7883479323691,23.5811774292116,3,1,1
13031,3988,13399,440.95,904.4109309445515,904.4109309445515,15.68,34.99,5.85,13.68,1.61,100,59.19,1685.06,6.97791164658634,50.4267068273092,57.7560240963855,25.5522088353413,1,0,0
13032,2738,11818,38.39,7132.065642094295,7132.065642094295,26.04,17.65,7.63,6.42,1.58,43.28,72.55,1735.88,2.19138056975894,53.7253469685902,64.3170197224251,11.4682249817384,0,0,0
13033,952,3108,110.79,859.2833288202905,859.2833288202905,15.65,34.88,5.76,3.84,1.65,100,59.17,1289.11,2.10084033613445,26.890756302521,58.1932773109243,7.77310924369748,0,0,0
13040,2865,10139,232.79,1230.722969199708,1230.722969199708,22.52,42.63,4.34,49.92,2.13,100,61.13,1189.39,4.22633601117708,28.8857841425078,40.4470834788683,23.8211666084526,0,0,0
13034,2484,9461,177.11,1402.5182090226413,1402.5182090226413,17.1,31.2,6.28,20.18,2.4,100,60.22,1400.41,1.08695652173913,33.9774557165861,47.6247987117552,14.6537842190016,0,0,0
13035,2939,11801,146.34,2008.336750034167,2008.336750034167,9.37,23.86,6.71,1.55,1.14,100,57.05,1788.3,4.87223168654173,31.3458262350937,76.763202725724,12.8449744463373,1,0,0
13037,6117,20111,796.91,767.5898156629984,767.5898156629984,13.4,30.74,6.03,10.61,2.76,100,74.12,1709.67,2.97677461563624,42.5417075564278,56.7059208374223,13.9025188092901,1,0,0
13051,43539,150176,115.24,37781.15237764665,37781.15237764665,1.89,6.17,11.03,1.8,0.2,68.72,28.55,4053.05,43.0183389254033,52.7485406995449,92.8298938272739,39.368938732362,2,1,1
13038,2416,9028,193.82,1246.517387266536,1246.517387266536,11.39,25.24,6.61,8.57,4.02,100,53.86,1885.81,7.70505385252692,39.8922949461474,72.8251864125932,11.5990057995029,1,0,0
13039,3703,14640,53.43,6930.563353921018,6930.563353921018,3.37,11.21,8.71,7.88,0.1,20.55,43.28,2928.2,30.353767215771,58.6551444774507,79.7731568998109,32.217121253038,2,1,1
13041,11957,46224,114.79,10416.412579492988,10416.412579492988,4.41,15.16,8.59,1.66,0.59,40.44,48.32,2660.86,18.836820083682,29.1799163179916,73.6150627615062,27.0460251046025,1,1,1
13042,3350,11587,198.27,1689.6151712311494,1689.6151712311494,10.54,26.72,7.05,7.42,3.77,100,59.48,2026.63,6.23880597014925,50.0298507462686,68.3582089552238,11.7910447761194,1,1,1
13043,2130,7031,249.7,853.0236283540249,853.0236283540249,13.17,29.33,5.82,22.49,3.27,100,69.57,1024.63,1.64473684210526,23.2612781954887,18.5620300751879,7.80075187969925,0,0,0
13044,4946,16896,341.32,1449.0800421891481,1449.0800421891481,9.09,27.84,6.4,3.17,2.24,100,59.57,2043.93,5.80736543909348,20.9227033589639,68.615944961554,12.6467017401861,1,0,0
13045,2391,9636,79.73,2998.8711902671516,2998.8711902671516,8.65,21.04,6.9,4.18,1.12,100,55.13,1777.46,6.60811375993308,47.595148473442,75.2823086574655,7.61187787536595,2,1,1
13048,78571,277375,154.1,50987.0214146658,50987.0214146658,2.06,7.43,10.77,3.43,0.31,4.21,33.38,4094.11,46.4668448517245,51.7665775741377,90.6261932035128,47.1706758304696,3,3,1
13047,1490,5139,385.15,386.86226145657537,386.86226145657537,16.25,38.82,4.96,20.41,1.21,100,54.66,1196.25,0.53691275167785,47.7181208053691,21.5436241610738,12.5503355704698,0,0,0
13049,4388,17379,180.24,2434.531735463826,2434.531735463826,17.72,35.21,5.07,22.31,3.28,100,66.72,1202.22,1.59598723210214,37.938896488828,40.9256725946192,12.1751025991792,0,0,0
13050,5892,23451,90.98,6476.14860408881,6476.14860408881,3.89,13.27,9.08,0.86,1.37,21.3,42.51,2798.11,26.9361413043478,33.7296195652173,79.2629076086956,32.9993206521739,1,1,1
13036,2757,9437,245.72,1122.0087904932443,1122.0087904932443,7.71,24.37,6.79,3.16,4.11,100,73.23,1821.24,6.96409140369967,38.1211461733768,62.3141095393543,17.8454842219804,1,0,0
13052,9281,36079,297.2,3122.8129205921937,3122.8129205921937,4.97,16.16,8.19,6.65,1.29,67.26,36.84,2503.92,18.3288409703504,49.3045822102426,79.8706199460916,18.9541778975741,2,1,1
13053,5196,18986,358.48,1449.4532470430706,1449.4532470430706,30.46,45.83,4.46,8.49,5.53,100,60.54,1431.37,5.02309468822171,25.5581216320246,40.3387220939184,6.83217859892224,2,1,1
13046,9622,38952,323.93,2970.39483839101,2970.39483839101,24.46,23.57,7.03,2.43,0.78,82.94,68.22,1649.73,2.52966895690193,52.5400791172184,56.1211742660837,11.4928169893816,1,0,0
13054,9187,35547,205.65,4467.298808655482,4467.298808655482,5.44,13.68,8.4,2.19,0.7,100,56.91,1949.83,8.95912806539509,37.3950953678474,65.3950953678474,9.01362397820163,1,0,0
13055,4535,17032,256.23,1769.8942356476603,1769.8942356476603,6.9,16.25,7.58,1.59,1.86,100,61.56,2388.67,6.83572216097023,33.2524807056229,67.651598676957,11.1135611907387,1,0,0
13056,9921,37292,64.29,15431.637890807278,15431.637890807278,4.43,14.93,8.36,3.75,0.49,52,41.96,2755.25,22.850519100897,44.6628364076202,81.957463965326,33.5349259147263,2,1,1
13057,4256,16235,420.21,1012.8269198733967,1012.8269198733967,11,25.86,6.29,5.74,2.6,100,51.49,1862.08,7.17984934086629,29.5433145009416,72.0574387947269,11.0404896421845,1,0,0
13058,4664,16403,240.01,1943.2523644848131,1943.2523644848131,9.35,23.96,7.26,1.42,1.07,100,63.14,1626.7,6.52640618291112,27.2219836839845,57.3851438385573,19.5577501073422,1,1,1
13059,9882,37674,525.06,1882.0706205005145,1882.0706205005145,11.3,24.42,6.34,3.15,1.55,83.34,66.7,1754.91,5.45767517213446,29.212231672742,65.3604698258404,13.6593762656946,1,0,0
13060,4997,18766,176.63,2829.0777331144204,2829.0777331144204,18.96,36.73,5.35,3.76,2.05,100,59.71,1395.28,6.76676676676676,36.4764764764764,55.9559559559559,17.5575575575575,1,0,0
13061,15262,54373,242.91,6282.985467868758,6282.985467868758,3.18,11.09,9.28,1.4,0.23,15.22,36.57,3012.43,29.4980998558511,41.3314113484471,82.6562704756912,41.7245446206263,3,1,1
13062,7510,30750,347.34,2162.1465998733233,2162.1465998733233,24.38,41.37,4.68,32.55,3.55,100,62.49,1083.86,1.62579957356076,32.2494669509594,33.9019189765458,13.3528784648187,1,0,0
13063,22569,87442,353.43,6385.705797470503,6385.705797470503,3.94,14.16,8.29,5.53,0.48,57.63,30.79,2941.72,19.1869486190539,42.6741144655761,80.6445892627565,19.0362193554107,3,1,1
13064,3135,10932,147.89,2119.8187842315238,2119.8187842315238,4.33,18.3,7.47,2.32,1.84,100,37.92,2157.86,7.97957229492499,25.3431216086817,72.3587615703798,12.0012767315671,1,0,0
13065,2919,11624,44.93,6496.772757622969,6496.772757622969,6.1,17.6,7.83,0.91,0.42,21.66,40.5,2280.76,7.7213452299245,43.8229238160604,75.4289636238847,11.770761839396,0,0,0
13067,13397,53009,163.31,8203.416814646991,8203.416814646991,5.51,16.92,7.79,1.5,1.6,74.32,53.79,2065.1,8.13099520383693,17.1013189448441,72.4145683453237,10.3492206235011,1,1,1
13068,4093,15122,255.46,1602.2077820402412,1602.2077820402412,25.7,43.12,4.69,12.09,1.79,100,68.59,1279.52,0.78182262399218,19.0324945028096,51.4781333984852,4.54434400195455,0,0,0
13069,32358,119442,76.7,42187.7444589309,42187.7444589309,2.1,8.26,9.48,0.88,0.78,16.97,32.48,3123.79,25.947801348259,38.6480301812109,89.6777784649638,17.5644752303791,3,1,1
13070,4856,19389,28.18,17232.07948899929,17232.07948899929,4.36,15.74,8.31,2.25,1.44,50.46,50.25,2541.79,18.0710450227178,24.2255266418835,79.5125980999587,20.1776125567947,1,1,1
13071,3229,10376,531.6,607.4115876598946,607.4115876598946,17.04,41.51,4.81,23.66,1.85,100,51.94,1292.81,0.619386807061,27.2839888510374,56.4261381232579,10.9321771446268,0,0,0
13072,2835,10342,82.93,3418.54576148559,3418.54576148559,3.25,10.56,9.27,1.33,0.44,26.64,37.63,3038.72,27.7248677248677,41.3403880070546,80.1763668430335,39.0828924162257,2,1,1
