K_ENTIDAD_MUNICIPIO,ANOS_PROMEDIO_DE_ESCOLARIDAD,ANOS_ESPERADOS_DE_ESCOLARIZACIÓN,INGRESOPC_ANUAL,TASA_DE_MORTALIDAD_INFANTIL,INDICE_DE_EDUCACION,INDICE_DE_SALUD,INDICE_DE_INGRESO,IDH
18019,5.11,10.54,1062.35,33.63,0.46,0.73,0.62,0.59
21023,4.91,11.24,873.87,31.75,0.48,0.74,0.59,0.59
20319,4.73,12.11,754.25,31.8,0.49,0.74,0.56,0.59
30198,3.82,12.01,1056.31,33.32,0.46,0.73,0.62,0.59
21031,4.3,10.58,1045.3,28.62,0.44,0.77,0.61,0.59
21183,3.92,11.43,1169.17,33.23,0.45,0.73,0.63,0.59
20282,5.48,11.72,622.11,30.08,0.51,0.76,0.54,0.59
20071,4.48,10.62,1234.26,33.96,0.44,0.73,0.64,0.59
15124,4.42,9.99,1328.63,31.64,0.42,0.75,0.65,0.59
15056,5.83,11.76,1484.66,49.7,0.52,0.59,0.67,0.59
20344,4.88,10.8,816.19,28.63,0.46,0.77,0.58,0.59
20542,4.73,10.28,1123.5,32.09,0.44,0.74,0.63,0.59
20367,4.73,10.75,1180.72,35.67,0.46,0.71,0.63,0.59
16008,4.97,11.09,1434.63,42.35,0.47,0.65,0.66,0.59
20473,5.8,10.64,697.51,30.04,0.49,0.76,0.55,0.59
20445,5.28,13.69,530.44,34.73,0.56,0.72,0.51,0.59
21162,3.98,11.64,1158.43,35.57,0.46,0.71,0.63,0.59
16101,4.48,11.25,1058.1,34.79,0.46,0.72,0.62,0.59
20225,4.61,11.69,957.38,35.68,0.48,0.71,0.6,0.59
20207,4.21,11.14,1039.92,32.31,0.45,0.74,0.61,0.59
20492,4.72,12.21,745.7,33.44,0.5,0.73,0.56,0.59
31019,4.26,11.2,1636.31,41.66,0.45,0.66,0.68,0.59
30037,3.85,11.55,866.67,28.13,0.45,0.78,0.59,0.59
21080,4.13,11.94,922.39,33.56,0.47,0.73,0.6,0.59
07072,4.24,10.56,1042.25,29.46,0.43,0.76,0.61,0.59
21032,4.63,12.01,698.48,30.57,0.49,0.75,0.55,0.59
07017,4.49,11.55,720.41,28.26,0.47,0.77,0.56,0.59
20277,4.56,10.63,1084.08,33.06,0.45,0.73,0.62,0.59
20299,5.09,10.26,730.16,25.45,0.45,0.8,0.56,0.59
10019,5.59,10.44,798.75,31.89,0.48,0.74,0.57,0.59
20330,4.73,10.86,851.31,30.2,0.46,0.76,0.58,0.59
12032,4.86,10.38,999.91,32.19,0.45,0.74,0.61,0.59
21007,4.37,11.55,812.37,30.7,0.47,0.75,0.58,0.59
20336,4.6,11.43,769.97,30.39,0.47,0.76,0.57,0.59
12074,4.02,11.01,1179.92,33.89,0.44,0.73,0.63,0.59
20382,5.37,11.68,695.33,33.89,0.5,0.73,0.55,0.59
20383,6.42,10.56,657.14,33.23,0.51,0.73,0.54,0.59
20032,4.05,10.92,970.96,29.72,0.44,0.76,0.6,0.59
13078,4.65,11.6,876.07,34.91,0.48,0.72,0.59,0.59
21070,3.94,11.81,864.09,31.39,0.46,0.75,0.59,0.59
20018,4.71,11.27,798.71,31.65,0.47,0.75,0.57,0.59
30107,3.86,11.44,1019.87,32.65,0.45,0.74,0.61,0.59
20430,5.38,12.68,589.06,35.09,0.53,0.72,0.53,0.59
12042,3.93,10.92,1246.13,34.39,0.43,0.72,0.64,0.59
21184,4.16,11.31,996.15,33.43,0.45,0.73,0.61,0.59
20315,4.95,12.02,1016.03,41.9,0.5,0.66,0.61,0.59
20162,5.22,10.11,947.24,32.93,0.45,0.73,0.6,0.58
07096,4.64,11.42,558.47,23.44,0.47,0.82,0.52,0.58
15111,5.32,10.64,1176.4,40.65,0.47,0.67,0.63,0.58
20491,5.41,12.26,563.77,32.77,0.52,0.74,0.52,0.58
07052,4.63,10.66,940.22,32.11,0.45,0.74,0.6,0.58
30137,4.28,12.1,866.92,35.59,0.48,0.71,0.59,0.58
20175,4.32,11.4,715.91,27.82,0.46,0.78,0.56,0.58
20137,5.15,11.79,616.21,31.45,0.5,0.75,0.53,0.58
07033,4.1,11.97,752.44,30.88,0.47,0.75,0.56,0.58
21084,3.84,11.03,1190.73,34.29,0.43,0.72,0.63,0.58
20372,3.97,12.34,884.06,35.88,0.48,0.71,0.59,0.58
19036,4.76,11.07,1405.6,43.42,0.47,0.65,0.66,0.58
20463,5.04,11.64,684.84,33.13,0.49,0.73,0.55,0.58
20061,3.97,11.23,1151.66,36,0.44,0.71,0.63,0.58
20254,4.91,10.53,840.28,31.75,0.46,0.74,0.58,0.58
20149,4.46,10.08,1280.69,35.38,0.43,0.71,0.64,0.58
10002,4.98,9.05,1310.61,33.54,0.42,0.73,0.65,0.58
16096,3.93,10.08,1294.58,31.99,0.41,0.74,0.65,0.58
21120,4.15,11.01,1031.45,34.13,0.44,0.72,0.61,0.58
20313,4.48,12.75,624.72,33.58,0.5,0.73,0.54,0.58
12063,5.38,11.54,870.05,40.37,0.5,0.67,0.59,0.58
07005,4.54,10.99,952.1,34.87,0.46,0.72,0.6,0.58
30156,4.25,10.36,934.34,29.2,0.43,0.77,0.6,0.58
20346,4.86,12.03,558.14,29.63,0.5,0.76,0.52,0.58
28006,4.68,11.05,843.81,33.5,0.46,0.73,0.58,0.58
20296,5.12,10.77,630.52,28,0.47,0.78,0.54,0.58
20395,2.91,13.63,1024.55,39.94,0.48,0.68,0.61,0.58
07064,5.22,11.81,510.64,28.52,0.5,0.77,0.51,0.58
20214,4.1,11.91,705.81,30.38,0.47,0.76,0.55,0.58
20100,3.74,10.89,1122.02,33.08,0.43,0.73,0.62,0.58
20260,4.12,11.17,963.93,33.98,0.45,0.73,0.6,0.58
20289,3.85,9.45,1384.79,29.68,0.39,0.76,0.66,0.58
21116,3.88,10.7,1117.31,32.95,0.43,0.73,0.62,0.58
20291,4.76,10.91,698.12,29.44,0.46,0.76,0.55,0.58
20097,5.03,9.78,987.25,33.14,0.44,0.73,0.61,0.58
20351,3.89,10.85,976.95,31.2,0.43,0.75,0.6,0.58
20255,4.22,11.82,814.06,34.67,0.47,0.72,0.58,0.58
21072,3.67,11.69,1042.14,36.02,0.45,0.71,0.61,0.58
20516,4.34,11.45,806.56,33.4,0.46,0.73,0.57,0.58
31073,4.16,10.56,1045.67,33.23,0.43,0.73,0.61,0.58
31049,3.72,11.32,1288.45,38.68,0.44,0.69,0.65,0.58
21081,4.11,11.2,842.1,31.95,0.45,0.74,0.58,0.58
30195,4.16,11.73,922.15,37.01,0.46,0.7,0.6,0.58
20183,4.15,11.97,659.31,30.57,0.47,0.75,0.54,0.58
20088,4.94,11.98,667.44,35.7,0.5,0.71,0.55,0.58
20420,4.45,11.91,750.63,35.34,0.48,0.71,0.56,0.58
20127,5.08,11.89,748.01,38.71,0.5,0.69,0.56,0.58
20274,5.45,12.48,459.66,31.73,0.53,0.74,0.49,0.58
16081,3.85,10.6,1093.82,32.99,0.42,0.73,0.62,0.58
20292,5.27,12.28,467.73,30.54,0.52,0.76,0.49,0.58
20111,4.41,11.32,805.26,34.16,0.46,0.72,0.57,0.58
20252,4.5,12.15,669.5,34.67,0.49,0.72,0.55,0.58
20118,3.94,10.92,1125.96,36.41,0.43,0.71,0.63,0.58
20373,5.23,10.71,590.67,29.03,0.47,0.77,0.53,0.58
20098,4.45,11.76,684.6,33.28,0.47,0.73,0.55,0.58
21145,4.19,10.88,1059.65,36.8,0.44,0.7,0.62,0.58
20329,5.12,12.03,527.37,32.21,0.51,0.74,0.51,0.58
20133,5.36,12.28,621.35,38.67,0.52,0.69,0.54,0.58
20524,4.45,9.93,735.06,24.92,0.42,0.8,0.56,0.58
21107,3.34,12.04,1089.49,38.16,0.45,0.69,0.62,0.58
07067,3.96,11.79,826.55,34.85,0.46,0.72,0.58,0.58
07075,4.13,9.97,1334.31,36.18,0.41,0.71,0.65,0.58
08041,4.61,10.48,1283.19,41.14,0.44,0.66,0.65,0.58
20080,4.44,10.36,872.42,31.63,0.44,0.75,0.59,0.58
20155,4.48,11.06,879.29,35.77,0.46,0.71,0.59,0.58
20480,5.12,11.21,638.15,33.14,0.48,0.73,0.54,0.58
20012,4.36,10.73,954.68,35.14,0.44,0.72,0.6,0.58
20210,4.66,11.71,640.68,33.23,0.48,0.73,0.54,0.58
20564,5.04,12.66,486.69,33.18,0.52,0.73,0.5,0.57
20455,4.69,10.29,880.93,33.47,0.44,0.73,0.59,0.57
20003,4.98,11.63,673.32,35.97,0.49,0.71,0.55,0.57
20454,4.55,11.89,697.91,35.61,0.48,0.71,0.55,0.57
20485,3.81,11.41,1018.22,36.97,0.44,0.7,0.61,0.57
07038,4.76,11.33,682.41,33.6,0.47,0.73,0.55,0.57
21078,4.05,9.87,1261.31,34.52,0.41,0.72,0.64,0.57
07039,4.47,10.78,802.44,32.87,0.45,0.74,0.57,0.57
15041,5.04,9.9,849.54,33.1,0.44,0.73,0.58,0.57
07081,4.25,10.16,693.2,24.42,0.42,0.81,0.55,0.57
30057,4.12,11.12,958.25,36.58,0.45,0.7,0.6,0.57
21005,4.49,10.67,1091.1,39.17,0.45,0.68,0.62,0.57
07010,4.1,11.03,732.05,30.02,0.44,0.76,0.56,0.57
20446,5.49,11.73,525.77,34,0.51,0.73,0.51,0.57
20321,4.65,11.44,578.93,30.02,0.47,0.76,0.52,0.57
21167,3.44,11.66,1108.81,38.22,0.44,0.69,0.62,0.57
20393,4.38,10.12,1030.65,34.69,0.43,0.72,0.61,0.57
20429,4.49,12.02,609.6,33.54,0.48,0.73,0.53,0.57
20235,3.84,11.24,799.94,31.93,0.44,0.74,0.57,0.57
20246,4.43,11.2,684.79,32,0.46,0.74,0.55,0.57
21050,3.67,10.26,1152.68,33.25,0.41,0.73,0.63,0.57
07098,4.24,10.31,740.26,28.03,0.43,0.78,0.56,0.57
21121,4.37,10.96,737.5,32.64,0.45,0.74,0.56,0.57
20036,4.22,11.69,590.93,30.12,0.47,0.76,0.53,0.57
20105,5.09,11.23,518.65,30.11,0.48,0.76,0.51,0.57
21058,3.44,10.62,1061.36,32.86,0.41,0.74,0.62,0.57
20521,5.15,13.15,411.65,33.49,0.54,0.73,0.47,0.57
20208,3.79,11.2,942.8,36.04,0.44,0.71,0.6,0.57
20272,3.74,10.3,1082.26,33.58,0.41,0.73,0.62,0.57
20248,4.86,11.58,983.1,44.94,0.48,0.63,0.6,0.57
08066,4.82,10.69,903.92,39.04,0.46,0.68,0.59,0.57
20323,4.54,11.08,638.56,31.56,0.46,0.75,0.54,0.57
20220,5.11,10.93,581.97,32.1,0.47,0.74,0.53,0.57
20335,5,10.65,754.56,36.17,0.46,0.71,0.56,0.57
21049,3.23,10.89,1138.15,34.93,0.41,0.72,0.63,0.57
12054,4.9,10.92,799.99,38.37,0.47,0.69,0.57,0.57
20209,3.23,13.14,678.42,35.77,0.47,0.71,0.55,0.57
20114,4.9,9.93,697.4,30.19,0.44,0.76,0.55,0.57
20108,5.49,11.56,504.44,34.2,0.5,0.72,0.5,0.57
07041,4.59,9.62,909.88,32.55,0.42,0.74,0.59,0.57
20366,4.39,11.09,734.34,34.45,0.45,0.72,0.56,0.57
20201,4.97,10.45,743.84,35.32,0.46,0.71,0.56,0.57
20074,4.92,11.36,445.63,26.83,0.48,0.79,0.49,0.57
20532,4.76,11.87,606.13,36.83,0.49,0.7,0.53,0.57
20261,4.11,10.78,754.99,32.49,0.44,0.74,0.56,0.57
21028,3.72,11.18,873.26,35.41,0.43,0.71,0.59,0.57
20511,5.6,11.49,516.46,35.95,0.51,0.71,0.51,0.57
20543,4.27,10.9,762.05,34.46,0.45,0.72,0.57,0.57
20167,4.63,10.18,855.89,35.52,0.44,0.71,0.58,0.57
20522,4.93,10.2,716.29,33.51,0.45,0.73,0.56,0.57
20481,5.82,12.12,427.79,35.26,0.53,0.71,0.48,0.57
20412,4.63,11.43,725.4,38.37,0.47,0.69,0.56,0.57
20425,4.67,12.03,571.43,35.98,0.49,0.71,0.52,0.57
21159,3.03,11.86,1007.09,37.9,0.43,0.69,0.61,0.57
20017,4.12,10.67,790.39,33.42,0.43,0.73,0.57,0.57
20159,4.66,10.79,646.13,32.84,0.45,0.74,0.54,0.57
20146,4.19,10.77,749.85,33.54,0.44,0.73,0.56,0.57
20205,4.08,10.89,764.64,34.02,0.44,0.73,0.57,0.56
20154,4.19,10.65,705.3,31.6,0.44,0.75,0.55,0.56
20288,5.1,9.95,601.57,29.9,0.45,0.76,0.53,0.56
21123,3.7,11.27,1047.31,40.41,0.44,0.67,0.61,0.56
20134,4.28,9.96,797.82,31.36,0.42,0.75,0.57,0.56
15032,5.28,10.97,1316.06,51.66,0.48,0.58,0.65,0.56
20158,4.09,11.64,702.88,36.42,0.46,0.71,0.55,0.56
20119,4.98,12.43,446.21,34.56,0.51,0.72,0.49,0.56
20479,4.93,10.17,526.37,27.24,0.45,0.78,0.51,0.56
20213,3.75,10.56,761,30.79,0.42,0.75,0.57,0.56
20101,3.44,10.69,979.32,35.15,0.41,0.72,0.6,0.56
20355,4.21,11.6,655.01,36.07,0.46,0.71,0.54,0.56
20388,4.3,10.88,656.44,32.93,0.45,0.73,0.54,0.56
20302,4.35,10.58,782.9,35.74,0.44,0.71,0.57,0.56
20270,4.35,11.89,634.32,37.73,0.48,0.69,0.54,0.56
12016,4.08,10.15,1261.45,41.54,0.42,0.66,0.64,0.56
07094,3.79,9.3,1120.1,32.61,0.38,0.74,0.62,0.56
20566,4.33,11.49,613.47,35.26,0.46,0.71,0.53,0.56
30202,3.84,11.34,1036.19,43,0.44,0.65,0.61,0.56
30103,3.61,11.59,852.97,39.14,0.44,0.68,0.58,0.56
20233,3.39,10.37,1027.29,34.98,0.4,0.72,0.61,0.56
20460,4.19,10.95,709.55,35.45,0.44,0.71,0.56,0.56
07093,4.26,9.96,506.5,21.42,0.42,0.83,0.5,0.56
20060,4.22,11.38,558.17,32.71,0.46,0.74,0.52,0.56
20428,4.7,12.08,442.8,33.22,0.49,0.73,0.48,0.56
07004,4.3,10.35,661.76,31.91,0.43,0.74,0.55,0.56
20217,5.18,11.3,559.79,38.22,0.49,0.69,0.52,0.56
12002,3.35,10.16,1074.78,35.11,0.39,0.72,0.62,0.56
20019,4.33,10.74,673.13,34.76,0.44,0.72,0.55,0.56
20069,4.62,9.58,903.4,36.99,0.42,0.7,0.59,0.56
30067,3.42,10.87,773.07,32.74,0.42,0.74,0.57,0.56
07010,4.75,11,519.65,32.58,0.46,0.74,0.51,0.56
20011,4.27,10.13,828.04,36.02,0.42,0.71,0.58,0.56
08007,4.42,9.42,1576.51,45.5,0.41,0.63,0.68,0.56
20465,4.4,9.68,839.94,34.76,0.42,0.72,0.58,0.56
20361,4.04,11.19,588.61,32.39,0.45,0.74,0.53,0.56
24031,3.54,10.8,824.64,34.92,0.42,0.72,0.58,0.56
20434,3.48,11.41,623.35,31.66,0.43,0.75,0.54,0.56
20528,3.57,10.62,776.36,32.99,0.41,0.73,0.57,0.56
20195,2.75,11.45,949.53,36.71,0.41,0.7,0.6,0.56
20117,3.61,11.08,711.49,34.11,0.43,0.72,0.56,0.56
21077,3.48,11.02,916.21,38.51,0.42,0.69,0.59,0.56
07076,4.51,11.4,497.58,32.95,0.47,0.73,0.5,0.56
20200,3.85,10.61,807.89,36.25,0.42,0.71,0.58,0.56
30184,3.33,11.37,794.32,36.68,0.43,0.7,0.57,0.56
20110,4.39,11.59,588.3,37.57,0.47,0.7,0.53,0.56
20304,4.75,11.16,625.88,39.11,0.47,0.68,0.54,0.56
20535,4.43,10.96,576.46,34.26,0.45,0.72,0.52,0.56
07000,4.16,11.3,558.05,33.58,0.45,0.73,0.52,0.56
12072,4.44,10.56,749.45,38.36,0.44,0.69,0.56,0.56
20416,5.01,10.52,608.73,37.05,0.46,0.7,0.53,0.56
20126,3.5,11.37,671.46,34.48,0.43,0.72,0.55,0.55
20169,4.32,11.43,802.39,43.57,0.46,0.64,0.57,0.55
20263,3.58,10.4,997.22,38.46,0.41,0.69,0.61,0.55
20228,3.58,12.64,507.33,35.37,0.47,0.71,0.5,0.55
20164,3.54,10.03,770.38,30.74,0.4,0.75,0.57,0.55
20509,3.72,9.74,818.25,31.83,0.39,0.74,0.58,0.55
20477,3.77,10.23,746.01,33.26,0.41,0.73,0.56,0.55
20027,3.23,11.06,920.51,38.84,0.41,0.68,0.59,0.55
20234,3.8,11.89,624.34,38.24,0.46,0.69,0.54,0.55
20554,4.35,10.75,569.29,33.57,0.44,0.73,0.52,0.55
20392,4.59,11.59,584.82,40.06,0.47,0.67,0.53,0.55
20567,3.37,10.35,916.51,35.93,0.4,0.71,0.59,0.55
21195,3.42,10.42,832.2,34.72,0.4,0.72,0.58,0.55
30025,2.91,10.62,969.83,35.58,0.39,0.71,0.6,0.55
20151,4.4,10.5,540.93,31.64,0.44,0.75,0.51,0.55
20311,4.11,11.04,582.38,34.68,0.44,0.72,0.53,0.55
20037,3.86,10.76,642.16,34.1,0.43,0.72,0.54,0.55
20337,3.99,10.56,821.27,39.43,0.43,0.68,0.58,0.55
20527,4.09,11.02,538.86,32.92,0.44,0.73,0.51,0.55
20050,3.38,12.38,615.05,38.82,0.46,0.68,0.53,0.55
20257,3.83,10.31,731.07,34.8,0.41,0.72,0.56,0.55
30020,3.71,10.76,959.76,42.28,0.42,0.66,0.6,0.55
20424,4.11,10.74,601.08,34.61,0.44,0.72,0.53,0.55
07058,3.89,11.16,520.05,31.9,0.44,0.74,0.51,0.55
12076,4.23,11.72,553.16,38.47,0.47,0.69,0.52,0.55
20436,3.91,10.54,644.95,34.02,0.42,0.73,0.54,0.55
20253,4.07,9.92,901.78,39.09,0.41,0.68,0.59,0.55
20297,4.9,11.19,477.19,36.26,0.47,0.71,0.5,0.55
20187,3.88,11.08,581.66,34.67,0.44,0.72,0.53,0.55
20452,4.01,10.47,858.41,41.35,0.42,0.66,0.58,0.55
20058,3.69,11.19,644.81,37.03,0.43,0.7,0.54,0.55
12069,3.01,10.65,879.22,36.51,0.4,0.7,0.59,0.55
20182,3.8,11.46,555.63,35.74,0.44,0.71,0.52,0.55
12009,4.33,11.7,612.5,42.35,0.47,0.65,0.53,0.55
07014,4.15,10.37,539.59,31.54,0.43,0.75,0.51,0.55
20384,3.76,10.25,815.62,38.12,0.41,0.69,0.58,0.55
07060,3.11,11.64,721.27,39.06,0.43,0.68,0.56,0.55
20273,4.94,10.78,513.57,38.13,0.46,0.69,0.51,0.55
20438,3.37,11.23,691.12,37.76,0.42,0.69,0.55,0.55
20148,3.99,11.05,527.28,34.58,0.44,0.72,0.51,0.55
30019,3.15,11.46,670.4,37.12,0.42,0.7,0.55,0.54
20325,4.02,9.9,675.11,34.6,0.41,0.72,0.55,0.54
20322,3.43,11.9,586.94,38.35,0.44,0.69,0.53,0.54
20326,4.16,10.65,519.44,33.42,0.43,0.73,0.51,0.54
30147,3.42,10.03,761.43,33.97,0.39,0.73,0.57,0.54
21036,3.5,10.5,745.32,37.02,0.41,0.7,0.56,0.54
21165,3.43,11.69,541.02,35.67,0.44,0.71,0.51,0.54
20065,3.48,10.01,753.16,34.53,0.39,0.72,0.56,0.54
20306,3.4,10.47,728.59,36.15,0.4,0.71,0.56,0.54
12062,3.13,10.94,919.24,42.36,0.41,0.65,0.59,0.54
12071,3.19,11.07,965.55,44.51,0.41,0.64,0.6,0.54
20534,3.96,9.54,820.93,38.08,0.4,0.69,0.58,0.54
10014,4.21,10.94,863.64,47.71,0.44,0.61,0.59,0.54
20085,3.98,10.49,637.76,38.02,0.42,0.69,0.54,0.54
20116,2.9,11.69,618.12,36.85,0.42,0.7,0.53,0.54
12019,3.46,10.25,864.08,40.02,0.4,0.67,0.59,0.54
30018,3.71,10.4,720.61,38.88,0.41,0.68,0.56,0.54
20007,3.02,10.78,911.23,41.53,0.4,0.66,0.59,0.54
20099,3.4,10.49,626.26,34.33,0.4,0.72,0.54,0.54
20495,3.73,10.27,687.96,37.74,0.41,0.69,0.55,0.54
08029,4.53,9.72,1041.19,48.22,0.42,0.6,0.61,0.54
20512,3.3,11.83,425.26,31.77,0.44,0.74,0.48,0.54
12010,3.22,10.75,678.78,37.02,0.41,0.7,0.55,0.54
20374,4.52,10.42,685.46,43.79,0.44,0.64,0.55,0.54
20218,4.66,10.09,457.59,33.49,0.44,0.73,0.49,0.54
20389,3.42,10.4,682.05,36.77,0.4,0.7,0.55,0.54
20240,3.35,11.21,783.09,43.57,0.42,0.64,0.57,0.54
30076,3.09,11.2,740.11,40.99,0.41,0.67,0.56,0.54
20435,3.54,9.39,936.01,38.85,0.38,0.68,0.6,0.54
20354,3.12,10.71,735.48,38.48,0.4,0.69,0.56,0.54
07031,3.86,10.68,494.17,33.81,0.43,0.73,0.5,0.54
12020,3.11,10.47,792.01,38.68,0.39,0.69,0.57,0.54
12047,4.17,9.76,747.7,40.68,0.41,0.67,0.56,0.54
20275,3.55,10.2,612.63,34.64,0.4,0.72,0.53,0.54
07024,4.03,11.41,380.84,32.39,0.45,0.74,0.46,0.54
30127,3.02,8.98,985.19,33.94,0.35,0.73,0.61,0.54
20029,3.52,10.75,682.61,40.34,0.42,0.67,0.55,0.54
30170,3.37,10.89,712.41,41.29,0.42,0.66,0.56,0.54
20426,4.65,10.85,467.49,39.34,0.46,0.68,0.49,0.53
20231,4.03,10.22,631.45,39.55,0.42,0.68,0.54,0.53
07015,4.14,9.69,558.28,34.64,0.41,0.72,0.52,0.53
07049,4.5,10.31,442.91,34.58,0.44,0.72,0.48,0.53
20095,3.62,11.1,584.98,40.09,0.43,0.67,0.53,0.53
20386,3.51,11,555.41,37.87,0.42,0.69,0.52,0.53
20406,3.48,10.74,648.1,39.87,0.41,0.68,0.54,0.53
08046,4.76,9.96,767.11,47.18,0.44,0.61,0.57,0.53
20171,3.46,11.35,646.43,43.1,0.43,0.65,0.54,0.53
20457,4.62,10.01,461.36,35.81,0.43,0.71,0.49,0.53
21217,3.07,10.47,661.2,36.79,0.39,0.7,0.54,0.53
20024,3.17,10.22,708.79,37.71,0.39,0.69,0.56,0.53
20502,4.04,10.24,759.83,45.39,0.42,0.63,0.57,0.53
20199,3.26,10.36,633.33,37.39,0.4,0.7,0.54,0.53
20236,3.5,11.49,519.97,40.44,0.44,0.67,0.51,0.53
20139,3.36,10.71,674.66,41.4,0.41,0.66,0.55,0.53
20461,3.72,10.09,594.42,37.59,0.4,0.7,0.53,0.53
20203,4.18,9.39,593.21,37.04,0.4,0.7,0.53,0.53
20048,3.97,10.63,527.58,39.68,0.43,0.68,0.51,0.53
20142,3.12,10.31,636.79,37.13,0.39,0.7,0.54,0.53
20276,2.17,11.51,753.08,41.18,0.39,0.66,0.56,0.53
20328,4.09,10.07,474.76,35.5,0.42,0.71,0.49,0.53
20189,4.31,10.11,515.29,39.3,0.42,0.68,0.51,0.53
30029,3.34,11.01,685.08,44.8,0.42,0.63,0.55,0.53
20251,3,9.64,663.12,34.23,0.37,0.72,0.55,0.53
20514,4.28,10.05,545.06,41.12,0.42,0.67,0.52,0.53
20015,2.4,9.81,725.3,33.97,0.35,0.73,0.56,0.52
07019,2.99,11.3,453.32,35.99,0.41,0.71,0.49,0.52
20517,3.15,10.92,716.96,45.81,0.41,0.63,0.56,0.52
20494,3.57,11.95,418.35,41.37,0.45,0.66,0.48,0.52
18009,3.88,9.66,990.75,49.95,0.4,0.59,0.61,0.52
20152,2.94,10.49,659.21,40.6,0.39,0.67,0.54,0.52
20563,2.87,9.34,954.33,41.01,0.36,0.67,0.6,0.52
20451,3.69,10.72,458.61,38.5,0.42,0.69,0.49,0.52
21061,3.37,10.67,606.87,42.75,0.41,0.65,0.53,0.52
20490,3.11,10.73,477.22,36.04,0.4,0.71,0.5,0.52
20433,3.04,9.29,862.23,40.72,0.36,0.67,0.59,0.52
20170,2.79,11.76,529.72,42.74,0.42,0.65,0.51,0.52
20271,3.18,11.71,437.69,40.62,0.43,0.67,0.48,0.52
20391,2.75,10.62,736.29,43.94,0.39,0.64,0.56,0.52
20040,2.86,10.52,572.64,40.55,0.39,0.67,0.52,0.51
20051,2.82,9.23,833.93,40.68,0.35,0.67,0.58,0.51
12079,2.87,10.34,769.74,47.02,0.38,0.62,0.57,0.51
20448,4.22,10.81,350.63,40.84,0.44,0.67,0.45,0.51
20488,4.92,7,350.97,23.75,0.36,0.81,0.45,0.51
20396,2.17,10.66,626.07,41.76,0.37,0.66,0.54,0.51
07026,3.79,8.97,405.39,32.73,0.38,0.74,0.47,0.51
07013,3.9,10,319.68,33.18,0.41,0.73,0.44,0.51
07011,2.93,8.24,570.32,30.18,0.33,0.76,0.52,0.51
07018,3.07,9.51,439.17,33.45,0.37,0.73,0.48,0.51
20466,3.15,9.78,510.21,39.84,0.38,0.68,0.51,0.51
20284,2.62,10.26,641.34,44.27,0.37,0.64,0.54,0.5
20497,2.33,8.21,959.47,37.82,0.31,0.69,0.6,0.5
20229,3.39,10.06,419.79,39.48,0.39,0.68,0.48,0.5
30159,2.18,11.16,649.79,47.63,0.38,0.61,0.54,0.5
07082,2.62,9.66,446.8,33.29,0.36,0.73,0.49,0.5
07012,3.54,10.43,374.03,39.96,0.41,0.67,0.46,0.5
12004,2.71,9.77,646.09,44.04,0.36,0.64,0.54,0.5
20450,3.37,10.44,388.41,40.68,0.4,0.67,0.46,0.5
07023,2.67,8.73,648.69,37.55,0.33,0.7,0.54,0.5
20211,3.68,10.46,332.6,39.18,0.41,0.68,0.44,0.5
07007,3.35,9.73,526.92,44.52,0.38,0.64,0.51,0.5
20212,3.4,9.72,522.75,45.83,0.38,0.63,0.51,0.5
12043,2.44,10.89,473.73,45.72,0.38,0.63,0.49,0.49
20259,2.08,9.59,608.16,41.24,0.34,0.66,0.53,0.49
07066,3.12,8.87,449.05,41,0.35,0.67,0.49,0.48
30110,1.95,10.24,709.08,55.97,0.35,0.54,0.56,0.47
07022,3.63,8.79,333.65,44.43,0.37,0.64,0.44,0.47
07056,2.64,9.08,372.15,43.43,0.34,0.65,0.46,0.47
14061,4.46,9.96,899.06,73.55,0.43,0.39,0.59,0.46
20352,2.18,8.29,333.42,40.8,0.3,0.67,0.44,0.45
20016,1.48,9.53,346.16,45.26,0.31,0.63,0.45,0.45
20529,2.86,9.57,185.29,41.62,0.36,0.66,0.35,0.44
08008,3.31,8.16,599.12,65.43,0.34,0.46,0.53,0.43
20242,1.46,8.76,359.4,51.24,0.29,0.58,0.45,0.42
12078,1.57,10.13,319.12,59.22,0.33,0.51,0.43,0.42
23010,6.48,12.76,1545.6,19.24,0.57,0.85,0.67,0.69
08024,NA,NA,NA,18.95,NA,0.85,NA,NA
26070,NA,NA,NA,16.71,NA,0.87,NA,NA
20057,NA,NA,NA,20.22,NA,0.84,NA,NA
20407,NA,NA,NA,35.3,NA,0.71,NA,NA
08063,NA,NA,NA,30.81,NA,0.75,NA,NA
08012,NA,NA,NA,52.44,NA,0.57,NA,NA
08010,NA,NA,NA,18.22,NA,0.86,NA,NA
08065,NA,NA,NA,48.42,NA,0.6,NA,NA
20427,NA,NA,NA,21.06,NA,0.84,NA,NA
20140,NA,NA,NA,24.75,NA,0.8,NA,NA
21138,NA,NA,NA,21.06,NA,0.84,NA,NA
