K_ENTIDAD_MUNICIPIO,ANOS_PROMEDIO_DE_ESCOLARIDAD,ANOS_ESPERADOS_DE_ESCOLARIZACIÓN,INGRESOPC_ANUAL,TASA_DE_MORTALIDAD_INFANTIL,INDICE_DE_EDUCACION,INDICE_DE_SALUD,INDICE_DE_INGRESO,IDH
21045,7.23,12.74,1820.94,17.95,0.59,0.86,0.7,0.71
30093,6.96,12.92,2015.54,19.48,0.59,0.85,0.71,0.71
32042,7.41,12.32,2159.15,20.81,0.59,0.84,0.72,0.71
32025,7.16,12.11,2119.35,18,0.58,0.86,0.72,0.71
31100,6.28,12.68,2566.89,19.6,0.56,0.85,0.75,0.71
10021,7.27,12.59,2158.64,21.36,0.59,0.83,0.72,0.71
31029,6.58,12.6,2255.7,18.42,0.57,0.86,0.73,0.71
21082,7.81,13.07,1811.71,22.78,0.62,0.82,0.7,0.71
20224,7.32,13.87,1451.53,18.94,0.63,0.85,0.66,0.71
05007,7.79,12.21,2982.53,28.69,0.6,0.77,0.77,0.71
28030,7.35,12.04,2069.49,18.46,0.58,0.86,0.72,0.71
21171,7.31,12.97,1763.43,19.17,0.6,0.85,0.69,0.71
24040,7.28,12.39,2099.44,20.08,0.59,0.84,0.72,0.71
26068,7.24,11.96,2287.14,19.6,0.57,0.85,0.73,0.71
30052,6.68,12.42,1919.38,14.82,0.57,0.89,0.71,0.71
19011,7.22,11.53,2498.62,19.23,0.56,0.85,0.75,0.71
32057,7.26,12.1,2091.5,18.62,0.58,0.86,0.72,0.71
20243,6.92,13.41,1816.58,19.87,0.6,0.85,0.7,0.71
30116,7.03,12.74,2159.96,21.07,0.59,0.84,0.72,0.71
15050,7.72,12.05,2035.38,20.5,0.59,0.84,0.71,0.71
15094,7.93,12.31,1951.45,22.12,0.61,0.83,0.71,0.71
19023,6.66,11.57,4089.05,25.62,0.54,0.8,0.82,0.71
13036,6.79,13.03,1821.24,17.72,0.59,0.86,0.7,0.71
10016,7.23,12.44,2122.56,20.74,0.59,0.84,0.72,0.71
18012,6.93,11.95,2258.9,17.95,0.56,0.86,0.73,0.71
14107,6.98,11.97,2566.21,20.9,0.57,0.84,0.75,0.71
12075,6.63,11.8,2029.21,12.94,0.55,0.9,0.71,0.71
30175,7.14,12.66,2259.5,22.54,0.59,0.82,0.73,0.71
32006,7.31,12.92,1738.04,19.23,0.6,0.85,0.69,0.71
14074,6.52,10.96,3424.97,18.61,0.52,0.86,0.79,0.71
20052,7.03,13.59,1710.26,20.37,0.61,0.84,0.69,0.71
16011,6.59,11.71,2063.67,12.62,0.54,0.91,0.72,0.71
11005,7.38,11.83,2668.94,23.42,0.57,0.82,0.76,0.71
14118,6.57,11.99,2972.96,21.59,0.55,0.83,0.77,0.71
14114,6.9,12.01,2358.95,19.08,0.56,0.85,0.74,0.71
30136,7.26,12.45,2042.21,20.29,0.59,0.84,0.72,0.71
20132,7.21,13.38,1752.9,21.03,0.61,0.84,0.69,0.71
29014,7.25,12.17,1947.52,17.95,0.58,0.86,0.71,0.71
29020,7.48,12.61,1609.17,17.12,0.6,0.87,0.68,0.71
07097,7.09,12.86,1871.09,19.59,0.59,0.85,0.7,0.71
31072,6.7,13.14,1750.37,17.21,0.59,0.87,0.69,0.71
11041,6.65,12.5,2429.92,20.82,0.57,0.84,0.74,0.71
13058,7.26,12.73,1626.7,16.89,0.6,0.87,0.68,0.71
14104,6.51,13.14,2439.79,23.2,0.58,0.82,0.74,0.71
13032,7.63,12.91,1735.88,21.35,0.61,0.83,0.69,0.71
06001,6.47,11.91,2638.58,18.67,0.55,0.86,0.75,0.71
22009,6.68,13.12,2211.68,22.19,0.59,0.83,0.73,0.71
18007,7.51,12.74,1874.71,21.6,0.6,0.83,0.7,0.71
04009,6.81,12,2344.17,18.84,0.56,0.85,0.74,0.71
25016,6.87,12.72,2372.41,22.9,0.58,0.82,0.74,0.71
27001,6.93,13.26,2017.51,22.4,0.6,0.82,0.71,0.71
16087,6.52,11.42,2364.46,14.16,0.53,0.89,0.74,0.71
11031,7.1,11.27,3006.2,21.9,0.55,0.83,0.77,0.71
19022,7,11.71,2819.26,22.24,0.56,0.83,0.76,0.71
31053,6.5,12.26,2327.02,18.22,0.56,0.86,0.73,0.71
20109,7.61,13.56,1417.87,19.76,0.63,0.85,0.66,0.71
32045,6.79,13.41,1955.99,21.77,0.6,0.83,0.71,0.71
25008,6.75,11.6,2686.58,19.31,0.55,0.85,0.76,0.71
27015,7.29,13.13,1737.96,20.74,0.61,0.84,0.69,0.71
20483,7.65,11.79,2026.93,19.81,0.58,0.85,0.71,0.71
16058,6.67,11.67,2202.67,15.18,0.55,0.89,0.73,0.71
14066,6.89,11.54,2703.72,20.24,0.55,0.84,0.76,0.71
13042,7.05,12.75,2026.63,21.16,0.59,0.83,0.71,0.71
14052,6.85,12.19,2597.27,22.39,0.57,0.82,0.75,0.71
21153,7.6,12.54,1746.27,20.1,0.6,0.84,0.69,0.71
20021,6.71,12.74,2061.6,19.58,0.58,0.85,0.72,0.71
14021,6.96,11.61,2543.78,19.92,0.55,0.85,0.75,0.71
24034,6.83,13.34,1684.15,18.75,0.6,0.86,0.69,0.71
11037,7.37,11.68,2611.88,23.08,0.57,0.82,0.75,0.71
17001,7.13,12.21,2076.58,19.67,0.58,0.85,0.72,0.71
10015,7.03,12.31,2005.87,18.86,0.58,0.85,0.71,0.71
14090,7.3,12,2036,19.47,0.58,0.85,0.71,0.7
07040,6.86,12.29,1935.11,17.17,0.57,0.87,0.71,0.7
14116,6.41,11.3,2864.65,17.55,0.53,0.87,0.77,0.7
26021,6.77,11.58,3063.82,22.53,0.55,0.82,0.78,0.7
12067,6.82,12.65,2221.91,21.7,0.58,0.83,0.73,0.7
14043,6.53,12.49,3002.42,25.19,0.56,0.8,0.77,0.7
31045,6.8,12.83,2039.22,20.78,0.58,0.84,0.72,0.7
30112,6.87,12.78,1905.93,19.54,0.58,0.85,0.7,0.7
15071,7.36,12.54,2254.79,24.6,0.59,0.81,0.73,0.7
28001,6.54,12.75,2010.8,18.65,0.57,0.86,0.71,0.7
06006,6.63,12.31,2178.88,18.66,0.56,0.86,0.73,0.7
31063,6.53,12.23,2421.24,19.9,0.56,0.85,0.74,0.7
14034,6.57,12.13,2765.34,22.28,0.56,0.83,0.76,0.7
32011,6.34,12.27,2068.81,15.64,0.55,0.88,0.72,0.7
26064,6.64,11.68,3190.69,23.3,0.55,0.82,0.78,0.7
05026,6.57,11.76,3276.11,23.79,0.55,0.81,0.79,0.7
21134,7.01,12.61,1735.67,17.71,0.58,0.86,0.69,0.7
24015,7.2,11.44,2336.74,19.56,0.56,0.85,0.74,0.7
32055,6.61,12.66,1954.33,18.3,0.57,0.86,0.71,0.7
21164,7.31,12.15,1894.86,19.31,0.58,0.85,0.7,0.7
07017,6.97,13.02,1972.53,22.36,0.59,0.82,0.71,0.7
12021,6.62,12.4,2095.4,18.73,0.57,0.86,0.72,0.7
21197,6.81,12.97,1952.04,21.25,0.59,0.83,0.71,0.7
21194,6.59,13.12,1940.95,20.54,0.58,0.84,0.71,0.7
30081,7.54,12.44,2098.08,24.29,0.6,0.81,0.72,0.7
30053,6.78,12.4,2163.83,20.58,0.57,0.84,0.72,0.7
13007,7.1,12.11,1995.48,19.45,0.57,0.85,0.71,0.7
08040,6.72,11.69,2399.07,18.89,0.55,0.85,0.74,0.7
15036,6.9,12.52,1982.66,20.1,0.58,0.84,0.71,0.7
20013,6.26,14.04,1717.12,20.56,0.6,0.84,0.69,0.7
21048,7,12.56,1654.78,16.95,0.58,0.87,0.68,0.7
28017,7.15,12.68,2119.99,23.72,0.59,0.81,0.72,0.7
22015,6.36,12.67,2630.44,23.54,0.56,0.81,0.75,0.7
29059,7.53,12.08,1536.35,16.11,0.59,0.88,0.67,0.7
20570,7.3,12.93,2047.28,24.93,0.6,0.8,0.72,0.7
26050,6.76,11.97,2784.56,23.74,0.56,0.81,0.76,0.7
31068,6.47,13.01,1870.5,19.02,0.58,0.85,0.7,0.7
24058,7.04,11.62,2233.58,19.35,0.56,0.85,0.73,0.7
08014,6.96,12.63,1905.69,20.44,0.58,0.84,0.7,0.7
14022,7.22,11.85,2669.77,25.1,0.57,0.8,0.76,0.7
30111,6.79,12.96,2232.25,24.41,0.59,0.81,0.73,0.7
26045,6.74,11.53,2963.91,22.82,0.54,0.82,0.77,0.7
30164,6.97,12.88,2014.34,22.99,0.59,0.82,0.71,0.7
30055,6.04,13.65,1764.54,18.61,0.58,0.86,0.69,0.7
11003,7.39,12.01,2573,26.21,0.58,0.79,0.75,0.7
13045,6.9,11.97,1777.46,15.63,0.56,0.88,0.69,0.7
30128,7.16,12.01,2000.88,20.02,0.57,0.84,0.71,0.7
15042,7.08,12.71,1951.01,22.37,0.59,0.82,0.71,0.7
30120,6.39,12.08,1942.69,15.1,0.55,0.89,0.71,0.7
19042,6.42,12.5,2859.59,25.3,0.56,0.8,0.77,0.7
28002,6.95,11.81,2326.04,21.1,0.56,0.84,0.73,0.7
17027,7.87,11.67,2070.81,23.33,0.59,0.82,0.72,0.7
29045,7.29,11.99,1513.39,14.75,0.58,0.89,0.67,0.7
21035,6.89,12.9,1879.27,21.63,0.59,0.83,0.7,0.7
30182,6.85,13.02,1916.85,22.38,0.59,0.82,0.71,0.7
16070,6.7,11.9,2275.24,19.7,0.55,0.85,0.73,0.7
15015,7.54,12.31,1920.04,22.98,0.59,0.82,0.71,0.7
07037,6.9,13.07,1844.4,22.15,0.59,0.83,0.7,0.7
21047,6.82,12.43,2020.81,20.63,0.57,0.84,0.71,0.7
14059,6.98,11.59,2330.17,20.43,0.55,0.84,0.74,0.7
11018,7.14,12.03,2176.65,22.11,0.57,0.83,0.72,0.7
20044,6.25,12.54,2211.32,19.73,0.56,0.85,0.73,0.7
28037,6.78,12.06,2330.56,21.54,0.56,0.83,0.74,0.7
21186,6.95,13.28,1769.3,22.55,0.6,0.82,0.69,0.7
14105,6.36,11.46,2823.93,19.89,0.53,0.85,0.76,0.7
17033,7.27,13.06,1696.3,22.47,0.61,0.82,0.69,0.7
14057,6.85,11.69,2439.24,21.2,0.55,0.83,0.74,0.7
30114,6.75,12.66,2199.27,23.25,0.58,0.82,0.73,0.7
32036,7.28,11.74,1890.25,18.73,0.57,0.86,0.7,0.7
26003,6.52,12.99,2541.03,26.33,0.58,0.79,0.75,0.7
29017,7.18,11.48,2164.27,19.79,0.56,0.85,0.72,0.7
11025,6.48,10.79,2800.31,17.09,0.52,0.87,0.76,0.7
21008,7.17,12.46,1713.52,19.5,0.59,0.85,0.69,0.7
32053,6.99,12.89,1821.73,21.94,0.59,0.83,0.7,0.7
11002,7.18,12.18,2288.4,24.34,0.58,0.81,0.73,0.7
19027,6.43,10.36,5978.5,28.13,0.5,0.78,0.88,0.7
21181,7.28,12.77,1667.08,21.25,0.6,0.83,0.68,0.7
30161,5.86,13.05,1701.42,14.94,0.56,0.89,0.69,0.7
21151,7.5,12.98,1433.95,20.22,0.61,0.84,0.66,0.7
28029,6.88,12.75,1991.33,22.85,0.58,0.82,0.71,0.7
20269,7.26,15.15,1414.37,27.81,0.66,0.78,0.66,0.7
30084,5.72,12.65,2078.57,16.53,0.54,0.87,0.72,0.7
08043,6.6,12.27,2228.9,21.45,0.56,0.83,0.73,0.7
16006,6.95,11.27,2601.99,21.69,0.54,0.83,0.75,0.7
12048,6.55,12.1,2249.76,20.49,0.55,0.84,0.73,0.7
29052,7.12,12.49,1641.63,19.02,0.58,0.85,0.68,0.7
18011,7.22,11.96,2104.63,22.39,0.57,0.82,0.72,0.7
32030,6.34,12.98,1733.28,18.17,0.57,0.86,0.69,0.7
10023,7.46,11.97,2285.23,25.46,0.58,0.8,0.73,0.7
20519,6.93,11.87,2133.22,20.62,0.56,0.84,0.72,0.7
25013,6.52,12.87,2211.59,23.88,0.57,0.81,0.73,0.7
28035,6.92,12.06,1999.96,20.38,0.57,0.84,0.71,0.7
21094,7.36,12.71,1645.93,21.74,0.6,0.83,0.68,0.7
24021,6.98,12.66,2017.59,23.82,0.58,0.81,0.71,0.7
26065,5.99,11.75,3218.17,22.82,0.53,0.82,0.78,0.7
20462,6.72,12.46,1787.51,18.95,0.57,0.85,0.7,0.7
21122,7.26,12.39,1715.59,20.83,0.59,0.84,0.69,0.7
30071,6.95,12.49,2040.94,23.26,0.58,0.82,0.72,0.7
15045,7.4,12.75,2083.29,27.24,0.6,0.78,0.72,0.7
15102,7.16,13.33,2118,28.81,0.61,0.77,0.72,0.7
13015,6.86,13.09,1655.01,21.26,0.59,0.83,0.68,0.7
17019,6.89,12.59,1806.03,21.02,0.58,0.84,0.7,0.7
10028,6.86,11.86,2152.16,21.08,0.56,0.84,0.72,0.7
05013,6.82,11.45,3161.87,26.27,0.55,0.79,0.78,0.7
30178,6.62,12.49,2253.52,23.72,0.57,0.81,0.73,0.7
05004,7.26,11.81,2909.25,28.91,0.57,0.77,0.77,0.7
15040,7.41,12.31,2114.85,26.01,0.59,0.79,0.72,0.7
16091,6.21,11.49,2201.16,15.84,0.53,0.88,0.73,0.7
08031,6.44,12.12,2238.96,20.97,0.55,0.84,0.73,0.7
14084,6.9,12.13,2192.62,23.32,0.57,0.82,0.73,0.7
30152,6.16,12.94,1911.89,20.1,0.56,0.84,0.71,0.7
12018,6.26,12.25,1822.55,16.2,0.55,0.88,0.7,0.7
20401,6.67,11.73,2236.72,20.47,0.55,0.84,0.73,0.7
07048,6.57,12.44,2059.55,21.73,0.56,0.83,0.72,0.7
14017,6.8,11.96,2247.55,22.61,0.56,0.82,0.73,0.69
26015,6.95,10.73,2192.26,16.73,0.53,0.87,0.73,0.69
30129,5.93,12.95,1696.82,16.33,0.56,0.88,0.69,0.69
30157,6.41,12.66,1642.06,17.07,0.57,0.87,0.68,0.69
20482,6.89,12.4,2127.49,24.15,0.57,0.81,0.72,0.69
20193,6.48,12.52,1960.92,20.67,0.56,0.84,0.71,0.69
07055,7.18,12.82,1701.03,23.03,0.6,0.82,0.69,0.69
32044,6.69,11.93,2008.35,19.55,0.55,0.85,0.71,0.69
31074,6.51,13.18,1784.85,22.11,0.58,0.83,0.69,0.69
30033,6.02,12.74,1677.3,15.7,0.55,0.88,0.69,0.69
10010,6.95,12.91,1346.2,17.08,0.59,0.87,0.65,0.69
20092,7.01,12.59,1668.67,20.82,0.58,0.84,0.68,0.69
32009,6.94,12.47,1897.84,22.64,0.58,0.82,0.7,0.69
07050,6.27,12.3,1676.89,15.18,0.55,0.89,0.69,0.69
08038,6.58,11.17,2567.74,20.39,0.53,0.84,0.75,0.69
30017,6.7,12.86,1775.13,21.88,0.58,0.83,0.69,0.69
14119,7.18,11.88,2290.65,25.15,0.57,0.8,0.73,0.69
16082,6.67,11.62,2077.11,19.04,0.55,0.85,0.72,0.69
30101,7.4,11.8,1898.1,22.33,0.57,0.82,0.7,0.69
30176,6.3,11.84,1671.81,13.08,0.54,0.9,0.69,0.69
16043,6.75,10.47,2838.15,19.96,0.52,0.84,0.76,0.69
08005,6.62,11.22,2352.93,19.36,0.53,0.85,0.74,0.69
12059,5.9,11.95,2100.97,16.3,0.53,0.88,0.72,0.69
01002,7.04,11.9,1940.21,21.36,0.57,0.83,0.71,0.69
30060,6.25,12.42,1800.09,17.75,0.55,0.86,0.7,0.69
19015,6.07,11.54,3993.66,27.73,0.52,0.78,0.82,0.69
16090,7.12,12.16,1972.1,23.5,0.58,0.81,0.71,0.69
20369,6.38,12.87,2019.15,23.18,0.57,0.82,0.71,0.69
30160,6.83,12.78,1839.94,23.4,0.58,0.82,0.7,0.69
07043,6.71,12.98,1625.44,21.01,0.58,0.84,0.68,0.69
05008,7.2,11.55,2173.44,23.16,0.56,0.82,0.72,0.69
20496,7.71,12.75,1321.98,20.89,0.61,0.84,0.65,0.69
14028,6.35,11.43,2850.1,22.91,0.53,0.82,0.77,0.69
12068,5.52,11.91,1918.16,11.82,0.51,0.91,0.71,0.69
08034,6.61,11.83,2105.3,20.47,0.55,0.84,0.72,0.69
14046,6.7,11.47,3088.01,26.73,0.54,0.79,0.78,0.69
12046,6.82,13.16,2031.45,27.25,0.59,0.78,0.71,0.69
21079,7.08,12.63,1549.2,20.71,0.59,0.84,0.67,0.69
20550,7.03,13.05,1814.46,25.71,0.6,0.8,0.7,0.69
21161,6.32,12.9,1844.68,21.48,0.57,0.83,0.7,0.69
32031,6.44,12.4,1862.76,19.98,0.56,0.84,0.7,0.69
07091,6.83,12.82,1879.61,24.37,0.58,0.81,0.7,0.69
11028,6.82,12.73,2107.39,26.26,0.58,0.79,0.72,0.69
12007,6.99,11.93,2216.85,24.53,0.56,0.81,0.73,0.69
29047,7.24,12.03,1543.45,18.86,0.58,0.85,0.67,0.69
13016,6.56,12.05,2037.47,21.02,0.55,0.84,0.71,0.69
15005,7.14,11.97,2193.1,25.41,0.57,0.8,0.73,0.69
20075,5.89,13.31,1980.47,22.66,0.57,0.82,0.71,0.69
20459,6.7,14.44,1172.41,20.7,0.62,0.84,0.63,0.69
08053,6.1,11.68,2535.51,20.84,0.53,0.84,0.75,0.69
01010,7.05,11.98,1881.66,21.97,0.57,0.83,0.7,0.69
14020,6.77,11.97,2343.41,24.8,0.56,0.8,0.74,0.69
16095,6.06,11.09,2447.86,16.81,0.51,0.87,0.74,0.69
30012,5.94,12.96,2297.7,24.38,0.56,0.81,0.73,0.69
16086,6.31,11.64,2220.22,19.4,0.53,0.85,0.73,0.69
29034,7.01,11.72,1894.12,20.76,0.56,0.84,0.7,0.69
30151,5.94,13.17,1711.99,19.44,0.56,0.85,0.69,0.69
21180,6.82,12.14,1669.09,19.1,0.56,0.85,0.68,0.69
30004,6.12,12.69,2033.08,21.95,0.56,0.83,0.71,0.69
20073,6.8,12.5,1869.71,23.17,0.57,0.82,0.7,0.69
01003,6.71,11.36,2054.38,19.1,0.54,0.85,0.72,0.69
13035,6.71,12.11,1788.3,19.89,0.56,0.85,0.7,0.69
26008,6.62,10.63,2731.85,20.53,0.52,0.84,0.76,0.69
31096,6.31,12.59,2191.37,24.19,0.56,0.81,0.73,0.69
30094,5.74,11.8,1767.93,11.93,0.52,0.91,0.69,0.69
14091,6.26,11.69,2638.21,23.18,0.53,0.82,0.75,0.69
14113,6.7,11.84,2315.12,24.02,0.55,0.81,0.73,0.69
32029,7.13,10.96,1995.93,19.21,0.54,0.85,0.71,0.69
19003,6.27,11.15,3981.16,28.13,0.52,0.78,0.82,0.69
16028,5.96,12.36,1761.18,16.57,0.54,0.87,0.69,0.69
21189,6.83,12.22,1756.71,21.11,0.57,0.84,0.69,0.69
28004,6.54,12.54,1979.43,23.51,0.57,0.81,0.71,0.69
30150,6.2,12.47,1574.03,16.18,0.55,0.88,0.68,0.69
14050,7.08,10.89,2685.29,24.73,0.54,0.8,0.76,0.69
10033,6.95,12.59,1841.44,24.57,0.58,0.81,0.7,0.69
13012,6.71,12.28,1837.01,21.78,0.56,0.83,0.7,0.69
20333,6.04,11.91,2268.38,20.38,0.53,0.84,0.73,0.69
14087,6.37,12.07,2293.6,23.42,0.55,0.82,0.73,0.69
20166,6.56,12.43,1703.87,20.25,0.56,0.84,0.69,0.69
21207,6.66,12.89,1762.8,23.71,0.58,0.81,0.69,0.69
30005,5.88,11.78,2077.26,17.03,0.52,0.87,0.72,0.69
24053,7.2,12.91,1494.8,23.27,0.6,0.82,0.67,0.69
14035,6.37,11.39,2466.18,21.67,0.53,0.83,0.74,0.69
31064,6.21,12.72,1879.84,21.85,0.56,0.83,0.7,0.69
21155,5.99,14.26,1600.2,24.52,0.6,0.81,0.68,0.69
29008,6.88,11.43,1900.91,19.92,0.55,0.85,0.7,0.69
13044,6.4,12.55,2043.93,24.1,0.56,0.81,0.72,0.69
20404,6.72,13.07,1405.63,20.33,0.59,0.84,0.66,0.69
20453,6.65,12.67,1659.41,21.72,0.57,0.83,0.68,0.69
12057,6.67,11.99,2198.86,24.45,0.56,0.81,0.73,0.69
08048,6.64,10.95,2139.6,18.49,0.53,0.86,0.72,0.69
31025,6.39,12.92,1678.84,21.84,0.57,0.83,0.69,0.69
29007,6.47,12.5,2019.04,24.17,0.56,0.81,0.71,0.69
15077,6.92,12.93,1709.94,25.32,0.59,0.8,0.69,0.69
12039,6.53,12.66,1806.26,23.13,0.57,0.82,0.7,0.69
20129,7.08,12.43,1404.34,19.67,0.58,0.85,0.66,0.69
15116,6.35,11.53,2301.37,21.53,0.53,0.83,0.73,0.69
32033,5.94,13.33,1688.83,21.64,0.57,0.83,0.69,0.69
16034,6.55,12.09,1886.26,21.55,0.55,0.83,0.7,0.69
17015,6.88,11.83,1946.48,22.86,0.56,0.82,0.71,0.69
12005,5.46,12.23,1696.72,13.07,0.52,0.9,0.69,0.69
20411,6.92,12.06,1685.51,21.2,0.57,0.83,0.69,0.69
27011,6.82,12.59,1653.59,22.77,0.58,0.82,0.68,0.69
20185,6.92,12.92,1433.82,21.77,0.59,0.83,0.66,0.69
21051,6.44,11.75,1990.7,20.49,0.54,0.84,0.71,0.69
16014,5.91,10.93,2404.4,16.67,0.5,0.87,0.74,0.69
15034,7.21,12.29,1684.31,24.01,0.58,0.81,0.69,0.69
16055,6.54,11,2301.99,20.31,0.52,0.84,0.73,0.69
32049,6.89,12.87,1758.9,25.88,0.59,0.79,0.69,0.69
15049,7.27,12.19,1746.22,24.67,0.58,0.8,0.69,0.69
14062,6.39,11.81,2355.97,24.03,0.54,0.81,0.74,0.69
26061,6.63,9.96,3425.61,23.15,0.5,0.82,0.79,0.69
13038,6.61,12.51,1885.81,24.25,0.57,0.81,0.7,0.69
15082,6.73,12.65,1895.08,25.79,0.58,0.8,0.7,0.69
30119,6.31,12.55,1889.17,22.93,0.56,0.82,0.7,0.69
14078,6.35,11.47,3139.62,27.71,0.53,0.78,0.78,0.69
07015,6.64,12.64,1610.24,21.91,0.57,0.83,0.68,0.69
31078,6.16,12.36,1884.42,21.09,0.55,0.84,0.7,0.69
14038,6.53,12.03,2527.05,27.52,0.55,0.78,0.75,0.69
21108,6.75,11.96,1650.85,19.93,0.56,0.85,0.68,0.69
16106,6.41,10.25,2214.73,15.01,0.5,0.89,0.73,0.69
25017,6.28,13.28,2023.42,27.7,0.58,0.78,0.71,0.69
16060,6.09,11.54,1712.63,14.47,0.52,0.89,0.69,0.68
05023,7.57,11.59,2542.26,31.41,0.57,0.75,0.75,0.68
14112,6.52,11.45,2183.51,22.1,0.54,0.83,0.73,0.68
17005,6.55,11.99,1971.14,22.82,0.55,0.82,0.71,0.68
11038,6.83,11.95,1948.91,24.04,0.56,0.81,0.71,0.68
31048,6.32,12.01,2443.86,25.89,0.54,0.79,0.74,0.68
12058,6.37,11.82,1734.94,18.21,0.54,0.86,0.69,0.68
12053,5.8,11.99,2024.47,18.92,0.53,0.85,0.71,0.68
11024,6.5,11.93,2131.67,23.9,0.55,0.81,0.72,0.68
13046,7.03,12.47,1649.73,24.21,0.58,0.81,0.68,0.68
32004,6.34,12.75,1715.95,22.57,0.57,0.82,0.69,0.68
10031,6.66,12.56,1642.45,22.57,0.57,0.82,0.68,0.68
13079,6.42,13.2,1634.78,24.13,0.58,0.81,0.68,0.68
07005,6.5,13.01,1371.11,19.8,0.58,0.85,0.66,0.68
12077,6.67,12.38,1876.86,24.62,0.57,0.81,0.7,0.68
08006,5.91,11.4,2462.29,20.76,0.51,0.84,0.74,0.68
23002,7.01,13.1,1826.16,29.18,0.6,0.77,0.7,0.68
20523,7.66,13.13,1111.44,21.97,0.62,0.83,0.62,0.68
07012,6.69,10.96,2098.81,20.18,0.53,0.84,0.72,0.68
30190,6.5,12.2,1952.56,23.8,0.56,0.81,0.71,0.68
30002,5.98,12.48,1184.68,10.55,0.55,0.92,0.63,0.68
19050,6.28,11.76,3401.73,30.79,0.54,0.75,0.79,0.68
32058,6.56,12.45,1784.23,23.49,0.56,0.81,0.69,0.68
13057,6.29,12.13,1862.08,21.37,0.55,0.83,0.7,0.68
30172,5.96,12.29,1728.1,18.64,0.54,0.86,0.69,0.68
20531,7.13,11.59,1576.49,20.17,0.56,0.84,0.68,0.68
14125,5.73,10.94,2588.92,18.53,0.5,0.86,0.75,0.68
21037,6.25,13.91,1501.01,25.16,0.59,0.8,0.67,0.68
12049,6.25,11.71,2083.35,21.69,0.53,0.83,0.72,0.68
08023,6.53,10.27,2435,19.05,0.5,0.85,0.74,0.68
14001,5.84,11.3,3220.54,25.56,0.51,0.8,0.78,0.68
30062,6.55,11.13,1887.25,18.55,0.53,0.86,0.7,0.68
23007,6.78,12.04,2076.51,26.42,0.56,0.79,0.72,0.68
32001,6.14,12.06,1921.22,21.33,0.54,0.83,0.71,0.68
14045,6.2,11.74,2569.63,25.93,0.53,0.79,0.75,0.68
16105,6.25,11.43,2244.79,22.06,0.53,0.83,0.73,0.68
14080,6.29,12.46,1909.53,24.1,0.56,0.81,0.71,0.68
16009,6.19,11.41,2087.88,20.13,0.52,0.84,0.72,0.68
13024,6.38,12.06,1890.1,22.52,0.55,0.82,0.7,0.68
30153,6.22,13.56,1552.1,24.57,0.58,0.81,0.67,0.68
12030,6.64,12.44,1943.5,26.46,0.57,0.79,0.71,0.68
07046,6.23,12.48,1547.41,19.54,0.55,0.85,0.67,0.68
31058,6.07,12.71,2017.54,25.35,0.56,0.8,0.71,0.68
15079,7.54,12.62,2131.62,33.6,0.6,0.73,0.72,0.68
12066,6.63,12.4,1941.16,26.25,0.57,0.79,0.71,0.68
11004,6.46,12.16,2312.93,27.67,0.55,0.78,0.73,0.68
20308,6.67,12.63,1869.51,26.81,0.57,0.79,0.7,0.68
16036,5.65,12.41,2008.31,21.38,0.53,0.83,0.71,0.68
31003,5.74,11.44,3009.76,24.98,0.51,0.8,0.77,0.68
30090,6.23,11.89,2110.76,23.43,0.54,0.82,0.72,0.68
20180,6.18,12.94,1905.15,26.13,0.57,0.79,0.7,0.68
26010,6.95,11.17,2299.48,25.92,0.54,0.79,0.73,0.68
31060,5.89,13.21,1858.43,25.37,0.56,0.8,0.7,0.68
22005,6.37,11.37,2396.12,24.32,0.53,0.81,0.74,0.68
11043,6.4,12.62,2048.03,27.44,0.56,0.78,0.72,0.68
20431,7.18,12.53,1356.27,22.71,0.59,0.82,0.65,0.68
12013,5.98,12.57,1548.78,19.03,0.55,0.85,0.67,0.68
21149,6.24,11.76,1968.98,21.75,0.53,0.83,0.71,0.68
31062,6.19,12.23,1773.23,21.58,0.55,0.83,0.69,0.68
12006,6.32,12.15,1962.21,24.11,0.55,0.81,0.71,0.68
05012,6.43,12.16,2221.17,27.2,0.55,0.78,0.73,0.68
20310,6.69,11.69,2055.73,24.95,0.55,0.8,0.72,0.68
30054,5.9,12.48,2042.45,24.1,0.54,0.81,0.72,0.68
26051,6.39,12.2,2395.94,28.66,0.55,0.77,0.74,0.68
07021,6.22,12.99,1461.89,21.38,0.57,0.83,0.66,0.68
21095,7.6,13.95,763.56,17.51,0.64,0.87,0.57,0.68
25005,6.3,12.26,1947.52,24.51,0.55,0.81,0.71,0.68
15087,6.58,11.83,1838.84,22.86,0.55,0.82,0.7,0.68
15047,6.77,12.33,1809.87,25.97,0.57,0.79,0.7,0.68
12017,6.46,12,2165.93,26.32,0.55,0.79,0.72,0.68
07051,5.73,11.79,1630.67,14.75,0.52,0.89,0.68,0.68
11016,6.39,11.85,1947.92,23.26,0.54,0.82,0.71,0.68
13006,6.45,12.59,1660.65,23.88,0.56,0.81,0.68,0.68
17022,6.86,11.68,1671.76,22.1,0.55,0.83,0.69,0.68
12034,6.19,12.04,2144.28,25.06,0.54,0.8,0.72,0.68
16075,6.91,11.44,2566.74,29.75,0.55,0.76,0.75,0.68
22003,5.91,12.24,2047.43,23.59,0.54,0.81,0.72,0.68
29003,7.03,11.9,1617.56,23.55,0.57,0.81,0.68,0.68
