HOGARES,POBLACION,PO2SM,IM,SUPERFICIE,INFRA_INDEX,ALL_ACCESS,NUM_OPS,DENS_HOGS,PEN_CLASS
230559,877190,31.13,-1.676,1178.14,1.66,179437,3,19569.74553109138,2
10787,46464,52.76,-0.565,547.73,0.1,1076,2,1969.4009822357732,1
14182,56048,61.95,-0.698,932.74,0.6,4374,2,1520.4665823273367,1
3519,15577,49.79,-0.674,129.74,0.11,491,1,2712.347772468013,0
4882,20245,48.8,-0.614,510.19,-0.23,298,1,956.898410396127,0
28911,120405,33.77,-1.256,505.14,1.32,6173,2,5723.363819931108,1
10769,46473,41.48,-1.129,197.93,0.82,2640,1,5440.812408427221,0
12223,53866,43.44,-1.045,376.21,0.41,2588,2,3248.983280614551,1
11705,46454,35.49,-1.156,139.09,0.69,1869,2,8415.414479833202,1
2104,8896,44.93,-0.735,866.69,0.37,509,1,242.76269485052322,0
4948,20926,49.39,-0.595,232.07,0,361,1,2132.115310035765,0
143169,486639,29.63,-1.323,53138.79,1.8,108881,3,269.42465193505535,2
291763,988417,23.09,-1.648,15653.41,1.85,233411,4,1863.894193022479,2
27823,96734,25.72,-1.463,500.34,1.76,28024,3,5560.818643322541,3
29767,102406,25.36,-1.408,2687.23,1.73,22767,3,1107.7205896034206,2
475341,1641570,20.47,-1.708,1234.74,1.93,452464,3,38497.254482725104,3
21436,72564,40.1,-1.017,18331.49,1.1,10341,2,116.93539368594696,1
83027,272711,22.24,-1.658,15833.13,2.1,66687,3,524.3877868747368,3
5975,18912,27.46,-1.345,4627.92,1.62,3070,1,129.10767688291932,0
81089,287671,17.32,-1.296,3751.05,1.63,75609,3,2161.7680382826143,3
18307,60171,28.16,-1.051,32058.14,1.38,7964,1,57.105621224437854,1
7000,28424,44.78,0.706,13987.47,-0.5,205,1,50.04479008712798,0
14209,56537,54.47,-0.248,2102.7,0.53,1915,1,675.7502259000333,1
79159,283025,38.21,-1.281,3243.99,1.56,19751,2,2440.173983273685,1
11592,43879,60.34,0.769,5669.54,-0.32,694,1,204.46103211195265,0
70615,248303,22.42,-1.186,8617.21,1.66,39820,3,819.4647687592621,2
24189,90244,56.78,-0.159,6855.46,0.48,3844,2,352.84284351451254,1
15534,58553,58.84,-0.174,4783.29,0.15,2371,1,324.7555552768074,1
7651,31230,51.36,-0.291,1274.97,0.18,559,2,600.0925511972831,1
9307,40100,66.58,0.361,7779.88,-0.09,219,1,119.62909453616251,0
2461,8971,59.81,0.164,2143.17,0.27,266,1,114.8299015010475,0
2754,10665,63.63,-0.133,1058.54,0.71,72,1,260.1696676554499,0
345,1015,43.35,-1.184,743.14,0.3,0,0,46.42463062141723,0
40869,147809,44.27,-1.353,11464.07,0.78,14162,1,356.4964275340259,1
6421,22654,28.02,-1.6,251.64,1.32,3436,1,2551.661103163249,0
6414,23271,40.11,-0.849,1635.34,0.47,927,2,392.2120170729023,1
520,1720,43.54,-0.647,2118.82,0.63,64,1,24.541962035472572,0
7810,28068,24.76,-1.484,3343.06,0.72,2761,1,233.61830179536116,0
3906,13546,41.16,-0.992,10672.26,0.53,1057,1,36.59955810671779,0
878,3077,36.43,-0.773,1024.91,0.31,71,1,85.66605848318389,0
15224,58360,44.71,-1.021,2810.06,0.23,5285,2,541.7677914350583,1
21705,80991,19.27,-1.663,457.46,1.24,14251,2,4744.677130240895,1
3439,12471,38.4,-0.624,2640.86,0.13,392,1,130.2227304741637,0
511,1697,40.82,-0.673,2926.73,0.44,93,1,17.459758843487442,0
429,1565,21.86,-0.796,1129.81,0.06,0,0,37.97098627202804,0
2887,10243,54.8,-0.448,2200.92,-0.04,236,1,131.17241880668084,0
456,1574,32.89,-0.958,2458.15,0.48,0,0,18.550535972174195,0
538,1773,40.63,-1.012,673.36,0.42,33,1,79.89782582868004,0
27215,108950,42.72,-1.098,806.03,0.31,8199,2,3376.4251950919943,1
65951,231107,17.88,-1.836,1251.51,1.82,41224,3,5269.714185264202,2
2453,8599,33.02,-1.427,639.14,1.19,1176,1,383.7969771880965,0
19303,69102,33.15,-1.34,8288.43,1.22,7963,1,232.89090937608208,1
1937,6614,30.49,-1.106,716.57,0.1,333,1,270.3155309320792,0
8409,30698,30.23,-1.401,907.93,1.24,2665,1,926.1727225667178,1
3152,11671,33.26,-0.757,26024.4,0.51,556,1,12.111710548562119,0
12332,44799,54.54,-0.972,10620.64,0.67,4207,1,116.11352988143841,1
45067,163595,31.7,-1.531,474.44,1.36,22214,1,9498.988280920665,1
972,3304,32.39,-0.819,2886.53,0.71,218,1,33.67364967625488,0
25665,92828,16.54,-1.73,6754.39,1.32,4507,1,379.97509767721436,1
18647,63522,23.73,-1.678,1976.24,1.7,12353,1,943.55948670202,1
683,2360,31.71,-1.077,289.37,0.45,46,1,236.02999619863843,0
213329,807537,17.01,-1.823,5619.58,1.7,95337,2,3796.1733795052296,1
7108,23587,21.91,-1.76,6443.06,1.06,2420,1,110.32025155748977,1
13001,43232,29.36,-1.61,802.41,1.63,6823,1,1620.2440149050985,1
26729,106142,56.32,-0.823,7143.98,0.35,8489,2,374.14718406266536,1
1887,6988,21.19,-1.014,7921.74,0.48,3,2,23.820524278756942,1
191913,679288,31.8,-1.722,1282.75,1.6,147628,3,14961.060222178912,3
5417,21549,57.4,-0.38,4401.76,-0.31,142,1,123.0644105993966,0
1848,6352,46.93,-1.186,1854.53,0.61,532,1,99.64788922260627,0
3905,13257,40.06,-1.261,7938.74,0.96,1562,1,49.18916603894321,1
8144,29599,55.33,-0.481,408.8,0.53,2278,1,1992.1722113502933,1
45769,150673,27.82,-1.595,746.13,1.88,71749,3,6134.185731708952,5
5899,21544,43.61,-0.873,314.51,0.74,1304,1,1875.616037645862,0
5674,20198,39.65,-0.952,526.99,0.77,974,1,1076.6807719311562,0
8486,30198,35.19,-1.285,412.14,1.09,2532,2,2059.009074586306,1
1610,5527,62.42,-0.261,374.93,0.05,277,1,429.41349051823005,0
52759,184541,22.39,-1.509,1357.16,1.49,38583,3,3887.456158448525,2
2497,8985,33.78,-0.762,414.9,0.45,627,1,601.8317666907689,0
32183,123191,46.58,-0.716,940.77,0.68,11251,1,3420.921160326116,1
42222,136779,24.88,-1.801,287.83,1.95,13106,2,14669.075495952473,1
4173,18082,66.74,0.237,248.04,-0.29,176,1,1682.389937106918,0
8013,31424,64.08,0.276,481.14,-0.51,383,1,1665.4196283825916,0
7483,28380,71.56,0.739,559.81,-0.36,436,1,1336.703524410068,0
1296,6712,79.08,1.173,26.81,-1.34,0,0,4834.017157776949,0
6899,32872,80.61,1.412,955.11,-1.05,101,1,722.3251772047199,0
4796,19348,80.41,1.398,315.93,-1.24,0,0,1518.0577976133955,0
7149,30732,70.58,0.508,253.57,-0.39,0,0,2819.3398272666327,0
2149,9913,88.96,2.191,152.12,-1.26,0,0,1412.7004996055746,0
6183,28162,73.48,0.72,581.51,-0.71,640,1,1063.2663238809307,0
11380,40114,63.41,-0.27,807.75,0.17,3315,2,1408.8517486846176,1
1489,7494,76.84,1.08,78.72,-1.06,0,0,1891.5142276422764,0
4250,20142,68.79,0.644,213.72,-0.93,0,0,1988.583192962755,0
4430,20193,68.8,0.926,1092.95,-0.18,0,0,405.32503774189126,0
12249,51722,57.02,0.152,351.97,0.04,5309,2,3480.126147114811,2
7557,34997,77.88,0.658,365.21,-0.59,856,1,2069.220448509077,1
10880,45594,71.42,0.092,174.18,-0.43,722,1,6246.411757951544,0
4648,17065,70.13,0.578,629.73,-0.17,323,1,738.0941038222729,0
3662,16803,84.9,2.853,185.29,-1.39,0,0,1976.361379459226,0
19158,87332,85.33,1.993,344.51,-1.15,44,1,5560.941627238687,0
2001,12181,47.75,1.475,406.69,-1.3,0,0,492.02094961764493,0
1809,7644,62.38,0.343,181.42,-1.09,0,0,997.1337228530482,0
1809,7644,62.38,0.343,181.42,-1.09,0,0,997.1337228530482,0
7286,39648,73.76,1.958,251.39,-1.2,0,0,2898.285532439636,0
26258,100751,52.39,-0.198,830.58,0.17,4842,2,3161.4052830552146,1
1538,5899,77.29,1.005,51.4,-0.76,0,0,2992.217898832685,0
1311,5000,44.15,-0.022,115.34,-0.19,20,1,1136.6395006069013,0
8187,34744,71.38,0.789,996.43,-0.7,107,1,821.6332306333612,0
23533,127914,75.04,2.238,1679.59,-1.2,253,1,1401.1157484862379,0
20737,84455,65.75,0.004,2440.51,-0.12,5057,2,849.6994480661828,1
2237,9210,77.65,0.746,155.01,-0.86,0,0,1443.132701116057,0
39192,153448,62.25,-0.235,977.84,-0.06,14272,2,4008.0176716027163,1
5682,21800,71.16,0.403,346.41,-0.77,334,1,1640.25287953581,0
4362,22606,82.35,1.261,159.16,-0.84,0,0,2740.638351344559,0
2623,14121,83.7,0.484,82.66,-1.21,0,0,3173.2397774014034,0
7666,31822,70.29,0.314,416.88,-0.41,519,1,1838.8984839762043,0
1533,7430,86.22,1.11,210.09,-1.19,0,0,729.6872768813365,0
17689,73436,76.66,0.336,764.47,-0.43,1664,1,2313.8906693526233,1
3541,14416,68.68,0.579,94.04,-0.6,1,1,3765.4189706507864,1
8987,35017,64.34,0.513,303.17,-0.41,784,1,2964.3434376752316,1
5224,23172,66.98,1.249,339.1,-1.27,0,0,1540.5485107637865,0
4705,23625,63.75,1.024,310.78,-1.18,0,0,1513.9326855009976,0
13966,54332,67.45,0.141,396.13,-0.09,4123,2,3525.610279453715,1
2664,11342,83.39,0.49,94.36,-0.71,0,0,2823.2301822806276,0
2550,10772,66.46,0.596,125.25,-0.47,0,0,2035.9281437125749,0
5770,27198,74.69,0.483,279.08,-0.66,262,1,2067.507524724094,0
1287,5384,74.49,0.845,107.24,-0.96,0,0,1200.111898545319,0
10508,39109,74.06,0.28,1301.33,-0.37,635,1,807.4815765409236,0
4363,20606,72.06,0.776,235.59,-0.9,0,0,1851.9461776815654,0
5567,21222,57.3,0.012,742.8,0.36,349,1,749.4614970382338,0
10996,46405,79.38,1.063,2571.82,-0.55,366,1,427.55713852446905,0
1361,7057,62.2,0.482,48.24,-0.58,0,0,2821.3101160862357,0
10417,44891,72.43,0.515,514.31,-0.71,0,0,2025.4321323715271,0
1444,4915,76.25,0.323,456.61,-0.25,106,1,316.2436214712775,0
18474,76917,71.53,0.681,1602.84,-0.65,508,1,1152.5791719697536,0
4508,23889,83.83,1.206,148.79,-0.99,4,1,3029.7735062840247,0
25246,122821,81.13,1.393,3015.4,-0.96,790,1,837.2355243085494,1
6801,28261,80.74,1.394,234.81,-0.72,397,1,2896.384310719305,0
12449,47932,66.85,0.249,1219.56,-0.09,1070,1,1020.7779855029682,1
2505,12945,89.87,1.689,634.94,-1.13,0,0,394.52546697325727,0
2392,11444,59.31,1.182,909.28,-0.89,0,0,263.06528242125637,0
1604,7769,64.57,0.348,110.3,-0.62,0,0,1454.2157751586583,0
7845,29239,76.81,0.822,382.61,-0.53,343,2,2050.3907373043044,1
1503,5743,64.83,0.002,27.23,-0.12,190,1,5519.647447668013,0
2282,11906,78.8,2.121,36.57,-1.4,0,0,6240.087503418102,0
1582,7682,82.23,1.01,197.9,-0.84,0,0,799.3936331480546,0
15178,72967,62.96,0.258,584.31,-0.62,1149,1,2597.5937430473555,0
909,4262,86.27,1.259,29.53,-1.29,0,0,3078.225533355909,0
42341,218893,62.96,1.417,9488.09,-0.82,2251,1,446.25419868487757,1
2584,12508,75.62,1.846,61.14,-1.26,0,0,4226.365718024207,0
21717,92103,64.37,0.379,2095.48,-0.44,3365,2,1036.3735277836104,1
4404,18128,69.45,0.72,598.49,-0.02,0,0,735.8518939330648,0
917,3682,66.67,0.019,92.3,-0.32,21,1,993.4994582881908,0
9133,48126,56.77,2.078,416.45,-1.37,176,1,2193.06039140353,0
28601,119826,63.26,0.475,2887.98,-0.45,3003,1,990.3461935331961,1
4049,22011,77.85,2.479,192.54,-1.16,0,0,2102.939648904124,0
2786,12136,71.87,1.302,105.67,-1,0,0,2636.5098892779406,0
8162,31107,63.53,0.123,593.15,0.23,1071,2,1376.0431594031863,1
14548,53525,70.55,0.51,1756.61,-0.09,1045,2,828.1861084702923,1
6730,31942,58.4,0.849,247.43,-0.77,401,1,2719.9612011477993,0
2101,9578,50.39,0.509,67.68,-0.66,0,0,3104.3144208037825,0
12049,45104,28.05,-0.901,434.9,0.51,2159,1,2770.521959071051,1
5823,26921,89.33,1.872,249.95,-1.36,0,0,2329.665933186637,0
13535,63446,82.11,1.484,1228.24,-0.97,123,1,1101.9833257343842,0
1092,5163,88.15,1.336,38.34,-1.42,0,0,2848.200312989045,0
51377,209591,56.28,-0.729,394.17,0.27,21975,2,13034.223812060785,1
9611,39204,55.82,0.22,359.54,-0.09,1345,2,2673.137898425766,1
6538,34829,77.44,2.6,173.04,-1.33,0,0,3778.3171521035597,0
1791,7202,85.2,1.31,94.04,-1.16,0,0,1904.5087196937473,0
702,3684,75.61,1.566,16.54,-1.16,0,0,4244.256348246675,0
6928,35192,88.05,0.992,876,-1.06,0,0,790.8675799086758,0
8522,44295,72.89,1.564,313.94,-0.99,434,1,2714.531439128496,0
2798,13844,89.86,3.947,105.4,-1.27,0,0,2654.648956356736,0
4963,18539,78.68,0.862,632.73,-0.7,0,0,784.3788029649297,0
1857,8082,78.19,0.863,156.33,-0.64,9,1,1187.8718096334676,0
2439,10707,69,0.292,96.08,-0.58,25,1,2538.5095753538717,0
5632,24049,58.23,0.026,283.88,-0.21,571,2,1983.9368747358042,1
9891,38797,70.72,0.581,236.12,-0.42,1051,2,4188.9717093003555,1
548,2283,79.44,0.636,78.34,-0.76,0,0,699.5149348991574,0
92528,348156,53.34,-0.577,980.12,0.43,34693,3,9440.476676325348,1
995,3839,49.12,0.444,66.1,-1.19,0,0,1505.2950075642966,0
3319,12887,65.8,-0.018,42.59,-0.25,140,1,7792.909133599435,0
10325,41305,77.28,0.788,1256.36,-0.63,274,1,821.8185870291956,0
7832,43593,81.4,1.266,192.48,-1.19,0,0,4068.9941812136326,0
9236,43175,83.33,1.097,283.48,-0.67,452,1,3258.078171299562,0
15960,77554,82.29,1.589,801.26,-1.13,134,1,1991.862816064698,0
23721,89178,65.01,-0.028,1852.51,0.06,13816,2,1280.4789177926166,2
1647,7284,82.87,1.435,168.53,-1.15,0,0,977.2740758321961,0
6827,34305,56.22,1.557,402.19,-1.31,0,0,1697.4564260672817,0
10319,41823,63.93,0.298,161.37,-0.21,622,1,6394.6210571977435,0
160210,598710,35.65,-1.29,334.94,1.34,115953,3,47832.44760255568,2
7568,31755,78.09,0.616,174.25,-0.32,25,1,4343.1850789096125,0
4259,15316,82.92,0.535,358.2,-0.5,90,1,1189.000558347292,0
3693,15350,83.84,0.416,62.04,-0.34,255,1,5952.611218568665,0
16385,65009,79.9,0.851,1359.99,-0.74,726,1,1204.788270501989,0
7248,28961,71.95,0.73,445.46,-0.61,596,2,1627.0821173618283,1
20020,79003,79.99,0.772,2754.97,-0.23,1695,1,726.6866789838002,0
28017,104833,70.21,0.205,1901.39,-0.13,6819,3,1473.5009650834388,1
8558,37833,69.01,1.347,209.26,-0.35,1209,1,4089.6492401796813,1
8055,41112,84.44,1.692,194.61,-1.1,4,1,4139.047325420071,0
3640,12568,37.67,-1.164,16910.05,0.89,1071,2,21.52566077569256,1
7235,24761,29.38,-1.495,9216.32,1,1930,1,78.50204853998125,1
2746,8751,39.11,-0.954,2133.14,0.75,561,1,128.73041619396759,0
4411,15516,29.52,-1.467,495.12,0.2,160,1,890.8951365325578,0
6856,24966,40.43,-0.957,12859.87,0.51,2967,2,53.31313613590184,2
2132,6156,39,-0.8,952.17,0.37,0,0,223.90959597550858,0
4139,16824,53.77,2.369,5405.35,-0.47,0,0,76.57228486591987,0
2585,11289,62.15,5.027,2137.12,-1.14,0,0,120.95717601257768,0
8401,27909,48.54,0.838,2705.99,-0.11,723,1,310.4593882460763,0
6489,23438,44.56,-0.717,7911.94,0,764,1,82.01528323015594,0
15144,51572,41.32,-1.402,13747.01,1.09,7790,2,110.16213707562589,2
2611,9211,69.82,3.957,2590.68,0,60,1,100.78435005481188,0
3474,11432,51.42,-0.969,3755.08,0.58,596,1,92.51467345569202,1
264414,878062,20.8,-1.909,8382.23,2.07,217238,3,3154.4588969761035,3
1929,7501,40.29,0.686,1989.9,-0.36,0,0,96.93954470073872,0
681,2096,46.84,-0.821,1890.08,0.21,0,0,36.030220943028866,0
582,1684,32.28,-0.603,11650.88,0.14,1,1,4.995330824796067,0
50037,168482,24.88,-1.472,3608.22,1.31,24827,2,1386.7502535876417,2
1500,4594,43.81,-0.706,1608.18,0.2,0,0,93.27314106629855,0
44907,148045,31.15,-1.587,533.12,1.46,27035,3,8423.4318727491,2
915,2491,58.13,-0.492,1033.08,0.48,0,0,88.57010105703334,0
514,1697,58.22,-0.132,469.7,0.15,0,0,109.43155205450287,0
1568,6021,36.93,-0.63,1729.63,0.71,107,1,90.65522684042251,0
2954,8905,51.35,-1.127,853.34,0.67,391,1,346.16917055335506,0
860,2466,48.47,-0.616,485.43,0.53,0,0,177.16251570772306,0
11502,45544,55.23,2.36,6972.32,-0.57,952,1,164.9666108268123,0
1592,5272,46.46,-0.857,5995.24,-0.17,61,1,26.554399823860265,0
12811,56130,55.72,2.217,9631.89,-0.58,156,1,133.00608707117712,0
2051,7429,32.89,0.924,1822.87,-0.28,169,1,112.51488038093775,0
12217,39064,44.94,-0.513,5729.68,0.46,1638,1,213.22307703047989,0
30589,109510,33.76,-1.587,1923.6,1.71,21017,3,1590.1954668330213,2
306,952,60,-0.307,852.89,0.02,0,0,35.87801474985051,0
2299,6903,54.68,-0.834,2860.81,0.6,246,1,80.3618555583908,0
3156,10974,38.04,-0.89,7413.39,0.46,204,1,42.57161703350289,1
12074,42860,39.94,-1.37,10771.27,0.83,4162,1,112.09448839366203,1
394254,1391180,42.69,-1.522,3547.49,1.3,290894,3,11113.604266678694,2
1399,4448,38.45,-0.785,4119.67,0.56,135,1,33.95903069906085,0
1137,3861,39.62,-1.007,1053.02,0.34,0,0,107.97515716700539,0
1219,4007,44.42,-0.782,1347.92,0.79,212,2,90.43563416226482,1
8878,29233,44.17,-0.833,8737.43,0.45,1169,1,101.60882547843015,0
479,1593,45.2,1.639,1006.43,-0.79,0,0,47.593970767962006,0
487,1403,36.89,-0.637,5025.46,-0.57,1,1,9.69065518380407,0
965,2961,55.83,-0.649,727.07,0.2,83,1,132.7244969535258,0
1310,4371,45.78,-0.759,1182.1,0.53,231,1,110.81972760341765,0
13132,44752,41.67,-1.24,429.17,0.98,4431,2,3059.859729244821,1
1888,7797,62.09,2.053,2183.01,-0.92,0,0,86.4860903065034,0
1481,5141,43.05,0.191,1807.07,-0.35,0,0,81.95587331979392,0
7604,23255,35.07,-0.938,4859.97,0.55,458,1,156.46187116381375,0
760,2574,51.22,0.096,2000.89,-0.11,0,0,37.98309752160288,0
19317,63412,40.11,-1.57,2602.18,1.28,11789,2,742.3391156645582,2
2128,7569,22.36,-0.205,1795.7,0.13,4,1,118.50531826028848,1
8652,28040,24.65,-1.513,6795.93,1.13,2769,1,127.31149379113675,1
1702,5486,54.75,-0.637,370.77,-0.35,86,1,459.04469077864985,0
2107,7969,24.14,-0.918,2263.13,0.31,0,0,93.10114752577182,0
5063,16896,42.76,-0.962,1926.85,0.4,324,1,262.7604639696915,0
614,2018,59.66,-0.236,1172.15,0.39,0,0,52.38237426950475,0
741,2136,48.24,-0.378,1319.56,0.2,0,0,56.15508199702931,0
796,2471,35.38,-1.157,878.56,0.52,0,0,90.602804589328,0
1536,5086,25.84,-1.088,479.91,1.18,359,1,320.06001125210975,0
3084,10721,24.31,-1.529,345.55,1.2,774,1,892.4902329619448,0
1265,4099,42.75,-0.822,669.53,0,278,1,188.93850910340092,0
1105,3159,40.76,-0.737,3556.57,0.36,0,0,31.06926055159887,0
8955,31196,29.75,-1.227,3039.7,1.07,2218,1,294.6014409316709,0
2081,6425,62.53,0.625,4274.83,0,124,1,48.680298397831024,0
6721,20947,56.74,3.264,3301.73,0,0,0,203.55995190400185,0
1737,6094,56.94,1.521,2658.96,-0.74,1,1,65.32629298673164,1
1740,5199,32.7,-0.75,2954.3,0.19,176,1,58.8972006905189,0
214895,749982,26.52,-1.779,96.16,2.53,207774,3,223476.49750415975,4
119027,400161,25.97,-1.871,33.52,2.41,134137,3,355092.4821002386,4
159700,417416,12.67,-2.228,26.7,3.53,223885,3,598127.3408239702,5
186317,608479,24.46,-1.994,53.92,2.93,153138,3,345543.39762611274,3
55478,199224,22.17,-1.822,71.22,2.72,53014,3,77896.65824206684,3
188135,532553,24.81,-1.951,32.52,2.69,233298,3,578520.910209102,5
324587,1164477,31.03,-1.728,87.91,2.08,302231,3,369226.4816289387,3
110174,390348,27.26,-1.885,23.1,2.39,120568,3,476943.72294372285,4
495665,1827868,34.04,-1.627,113.27,1.77,380484,3,437596.00953474,3
66676,243886,28.51,-1.657,63.42,2.15,55000,3,105134.02712078209,3
128042,364439,15.42,-2.131,46.39,3.25,180955,3,276012.0715671481,5
34086,137927,44.85,-1.029,298.25,0.81,19787,2,11428.667225481977,1
94678,361593,39.92,-1.537,85.75,1.73,95949,3,110411.66180758018,2
190591,677104,28,-1.738,310.42,2.41,181175,3,61397.783647960816,4
126002,427263,29.02,-1.811,33.86,2.29,118522,3,372126.4028352038,4
107270,415933,33.77,-1.527,118.2,1.77,85518,3,90752.96108291032,3
8876,32852,57.38,-0.822,3491.96,0.34,1312,1,254.18389672275742,0
1153,4683,32.46,0.45,892.56,-0.53,0,0,129.17899076812765,0
1088,4390,57.17,-0.419,1074.47,0.3,0,0,101.25922547860806,0
9255,35415,47.13,-0.728,5349.36,0.53,1195,2,173.01135089057385,1
171351,654876,35.47,-1.585,9285.39,1.49,117765,3,1845.38290798771,2
3600,11496,37.97,-1.093,3530.05,0.91,693,1,101.98155833486777,0
2480,10110,56.81,-0.113,2189.32,0.13,0,0,113.27718195604113,0
91610,342286,31.48,-1.488,842.42,0.87,48372,3,10874.623109612783,2
9281,35380,51.98,-1.018,1317.11,0.85,2334,1,704.6488144498182,1
2783,9851,40.96,0.233,5437.9,-0.14,0,0,51.17784438845878,0
1115,3838,44.75,-0.689,4689.6,0.37,0,0,23.776015011941315,0
1458,4927,59.17,-0.444,2505.12,0.46,0,0,58.200804751868176,0
39843,153311,40.27,-1.215,2147.71,0.87,16467,3,1855.1387291580334,2
6407,26502,44.76,-0.746,7730.1,0.24,1095,1,82.8837919302467,0
7379,39288,44.45,4.845,8373.42,-1.15,171,1,88.12408788762536,0
3425,12957,61.38,-0.404,2387.47,0.43,386,1,143.45729998701555,0
5224,19694,54.51,-0.731,1185.88,0.15,228,1,440.5167470570378,0
6976,27278,54.23,-1.001,1851.66,0.57,663,1,376.74303057796783,0
3078,9567,49.22,-0.561,3644.01,0.54,419,1,84.46738620366024,0
1169,5385,59.76,0.956,1709.9,-0.61,0,0,68.36657114451137,0
3314,12290,48.8,-0.761,1026.19,0.47,435,1,322.9421452167727,0
2844,10922,59.5,-0.703,1683.61,0.21,457,1,168.92273151145457,0
6444,25241,57.48,-0.846,1127.47,0.31,525,1,571.5451408906666,0
11586,50417,41.83,0.106,6944.33,0.05,1960,1,166.84114954214445,1
3566,13554,61.16,-0.521,1432.93,0.49,441,1,248.86072592520222,0
1099,3205,46.51,-0.103,2307.19,-0.13,0,0,47.63370160238212,0
4824,19383,28.71,-0.26,5483.25,-0.37,245,1,87.97702092736972,0
1435,5564,66.33,0.126,2409.65,-0.02,0,0,59.55221712696864,0
3168,12747,48.59,-0.564,1399.44,0.33,282,1,226.37626479163094,0
558,2077,52.4,-0.482,604.76,0.56,0,0,92.26800714332958,0
411,1478,58.22,-0.503,1796.95,0.08,0,0,22.872088817162414,0
1888,7089,68.53,-0.43,985.28,0.05,57,1,191.62065605716143,0
12845,48482,48.31,-0.676,6402.87,0.5,1609,1,200.61316253492575,0
1664,6343,59.89,-0.218,1468.3,-0.1,80,1,113.32833889532112,0
5610,26709,62.38,1.624,5800.71,-0.38,0,0,96.71229901167271,0
3160,11060,45.2,0.144,6069.16,0.18,254,1,52.06651332309578,0
6041,22895,51.36,-0.791,4741.54,-0.01,304,1,127.40586391763014,0
2177,9351,33.23,0.321,1627.65,-0.17,1,1,133.7511135686419,1
5804,21861,56.36,-1.117,369.71,0.36,800,1,1569.8790944253606,0
20910,90990,62.51,-0.265,615.31,-0.07,3700,1,3398.28704230388,0
30035,112125,49.83,-0.861,877.76,0.52,10997,2,3421.778162595698,1
16472,68455,42.77,-0.643,373.88,0.42,5883,2,4405.691665775115,1
21960,92605,39.9,-0.803,420.41,0.33,5772,3,5223.472324635475,1
1363,5128,34.75,0.627,314.07,-1,0,0,433.9796860572484,0
129705,494304,36.2,-1.386,553.06,1.41,93745,4,23452.247495750915,2
18436,82572,50.68,-0.2,488.66,-0.09,6698,2,3772.7663406049196,1
3289,12068,56.14,-0.415,123.8,-0.25,549,1,2656.7043618739904,0
23806,95961,45.24,-0.967,335.21,0.55,10433,2,7101.816771576027,1
7139,28320,59.69,-0.483,260.32,0.15,1652,1,2742.3939766441304,0
5570,24219,47.33,-0.286,230.81,-0.21,733,2,2413.2403275421343,1
34636,152113,52.41,-0.268,1655.72,0.46,15438,2,2091.8995965501413,2
46198,184239,27.32,-1.272,1014.13,1.39,33821,3,4555.431749381243,3
5241,21638,67.39,-0.527,127.52,0.01,876,1,4109.943538268507,0
137934,574344,36.98,-1.276,851.05,1.06,77756,3,16207.508372011045,2
9734,38412,56.25,-0.795,175.39,0,2185,1,5549.917327099607,0
13197,49053,60.89,-0.017,883.07,-0.34,1339,1,1494.4455139456668,0
386977,1578626,26.41,-1.494,1221.57,1.31,283224,3,31678.659430077685,3
10037,38832,45.72,-0.425,819.84,0.25,2231,2,1224.2632708821234,1
13988,50377,47.78,-1.197,159.75,1.01,14133,2,8756.181533646322,3
5626,23528,63.36,-0.174,1026.27,0.13,730,1,548.1988170754285,0
37595,150570,52.67,-0.304,1561.06,0.17,7316,3,2408.299488808886,1
3045,11872,55.71,-0.411,59.88,0.17,601,1,5085.170340681363,0
18523,79798,27.69,-1.004,290.68,0.48,2573,2,6372.299435805697,1
13898,59879,54.2,-0.449,440.71,-0.11,3193,2,3153.547684418325,1
71745,273271,35.26,-1.296,755.6,1.19,48564,3,9495.10322922181,2
27317,100391,53.13,-0.639,592.87,0.34,10466,2,4607.586823418287,1
9392,39668,66.17,0.27,1013.09,-0.17,1007,2,927.0647227788251,1
25894,113109,54.81,-0.044,3006.87,0.1,5313,2,861.1612740158371,1
29218,119510,30.53,-1.064,425.38,0.82,17236,3,6868.682119516668,2
19146,78794,28.44,-0.914,548.16,0.5,7193,2,3492.775831873906,1
27170,121027,50.16,-0.246,2031.31,0.27,9656,2,1337.5604905208954,1
42695,171857,38.03,-0.611,1553.83,0.96,29981,3,2747.7265852763817,3
1340,5261,50.18,0.147,194.76,-0.22,0,0,688.0262887656603,0
18472,83060,56.98,-0.431,429.08,0.08,6727,3,4305.024704017898,1
2006,6824,56.07,-0.388,83.62,0.13,682,1,2398.947620186558,0
42202,189567,37.93,-0.785,538.52,0.25,18694,3,7836.663447968506,2
3330,12256,66.15,-0.574,120.79,0.18,1206,2,2756.850732676546,1
9470,34263,53.08,-0.447,334.22,0.06,2591,1,2833.462988450721,0
4580,18960,49.68,0.413,409.35,-0.52,0,0,1118.846952485648,0
16303,62761,50.44,-1.005,116.34,0.55,3033,1,14013.237063778579,1
36583,142672,54.84,-0.55,819.63,0.2,9923,3,4463.3554164684065,1
4792,20166,35.33,0.059,1047.36,-0.36,367,1,457.53131683470826,0
14404,58830,40,-1.02,128.48,0.41,5822,2,11211.083437110836,1
2960,11639,57.08,0.677,911.19,-0.75,274,1,324.84992153118446,0
18702,69763,59.05,-0.419,666.33,0.13,5188,3,2806.717392283103,1
